location,date,epiweek,season,epiyear,population,pop_served,count,weekly_rate,type
Minnesota,2023-04-29,17,2022-23,2023,5716548,3144101.4000000004,0,0,Crude Rate
New Mexico,2023-04-29,17,2022-23,2023,2100079,672025.28,1,0.1,Crude Rate
New York,2023-04-29,17,2022-23,2023,19657190,1769147.0999999999,4,0.2,Crude Rate
Oregon,2023-04-29,17,2022-23,2023,4238665,1822625.95,0,0,Crude Rate
Tennessee,2023-04-29,17,2022-23,2023,7030607,1827957.82,2,0.1,Crude Rate
Utah,2023-04-29,17,2022-23,2023,3376238,1215445.68,0,0,Crude Rate
California,2023-05-06,18,2022-23,2023,38886551,3499789.59,3,0.1,Crude Rate
Colorado,2023-05-06,18,2022-23,2023,5803748,2843836.52,3,0.1,Crude Rate
Connecticut,2023-05-06,18,2022-23,2023,3621089,869061.36,2,0.2,Crude Rate
Georgia,2023-05-06,18,2022-23,2023,10855454,4233627.0600000005,4,0.1,Crude Rate
Maryland,2023-05-06,18,2022-23,2023,6133130,2821239.8000000003,3,0.1,Crude Rate
Michigan,2023-05-06,18,2022-23,2023,10032075,1304169.75,0,0,Crude Rate
Minnesota,2023-05-06,18,2022-23,2023,5716548,3144101.4000000004,0,0,Crude Rate
New Mexico,2023-05-06,18,2022-23,2023,2100079,672025.28,1,0.1,Crude Rate
New York,2023-05-06,18,2022-23,2023,19657190,1769147.0999999999,4,0.2,Crude Rate
Oregon,2023-05-06,18,2022-23,2023,4238665,1822625.95,2,0.1,Crude Rate
Tennessee,2023-05-06,18,2022-23,2023,7030607,1827957.82,2,0.1,Crude Rate
Utah,2023-05-06,18,2022-23,2023,3376238,1215445.68,0,0,Crude Rate
California,2023-05-13,19,2022-23,2023,38886551,3499789.59,0,0,Crude Rate
Colorado,2023-05-13,19,2022-23,2023,5803748,2843836.52,3,0.1,Crude Rate
Connecticut,2023-05-13,19,2022-23,2023,3621089,869061.36,1,0.1,Crude Rate
Georgia,2023-05-13,19,2022-23,2023,10855454,4233627.0600000005,8,0.2,Crude Rate
Maryland,2023-05-13,19,2022-23,2023,6133130,2821239.8000000003,0,0,Crude Rate
Michigan,2023-05-13,19,2022-23,2023,10032075,1304169.75,0,0,Crude Rate
Minnesota,2023-05-13,19,2022-23,2023,5716548,3144101.4000000004,3,0.1,Crude Rate
New Mexico,2023-05-13,19,2022-23,2023,2100079,672025.28,0,0,Crude Rate
New York,2023-05-13,19,2022-23,2023,19657190,1769147.0999999999,0,0,Crude Rate
Oregon,2023-05-13,19,2022-23,2023,4238665,1822625.95,0,0,Crude Rate
Tennessee,2023-05-13,19,2022-23,2023,7030607,1827957.82,2,0.1,Crude Rate
Utah,2023-05-13,19,2022-23,2023,3376238,1215445.68,1,0.1,Crude Rate
California,2023-05-20,20,2022-23,2023,38886551,3499789.59,3,0.1,Crude Rate
Colorado,2023-05-20,20,2022-23,2023,5803748,2843836.52,0,0,Crude Rate
Connecticut,2023-05-20,20,2022-23,2023,3621089,869061.36,0,0,Crude Rate
Georgia,2023-05-20,20,2022-23,2023,10855454,4233627.0600000005,8,0.2,Crude Rate
Maryland,2023-05-20,20,2022-23,2023,6133130,2821239.8000000003,0,0,Crude Rate
Michigan,2023-05-20,20,2022-23,2023,10032075,1304169.75,1,0.1,Crude Rate
Minnesota,2023-05-20,20,2022-23,2023,5716548,3144101.4000000004,0,0,Crude Rate
New Mexico,2023-05-20,20,2022-23,2023,2100079,672025.28,0,0,Crude Rate
New York,2023-05-20,20,2022-23,2023,19657190,1769147.0999999999,2,0.1,Crude Rate
Oregon,2023-05-20,20,2022-23,2023,4238665,1822625.95,0,0,Crude Rate
Tennessee,2023-05-20,20,2022-23,2023,7030607,1827957.82,0,0,Crude Rate
Utah,2023-05-20,20,2022-23,2023,3376238,1215445.68,0,0,Crude Rate
California,2023-05-27,21,2022-23,2023,38886551,3499789.59,3,0.1,Crude Rate
Colorado,2023-05-27,21,2022-23,2023,5803748,2843836.52,3,0.1,Crude Rate
Connecticut,2023-05-27,21,2022-23,2023,3621089,869061.36,0,0,Crude Rate
Georgia,2023-05-27,21,2022-23,2023,10855454,4233627.0600000005,4,0.1,Crude Rate
Maryland,2023-05-27,21,2022-23,2023,6133130,2821239.8000000003,0,0,Crude Rate
Michigan,2023-05-27,21,2022-23,2023,10032075,1304169.75,0,0,Crude Rate
Minnesota,2023-05-27,21,2022-23,2023,5716548,3144101.4000000004,0,0,Crude Rate
New Mexico,2023-05-27,21,2022-23,2023,2100079,672025.28,0,0,Crude Rate
New York,2023-05-27,21,2022-23,2023,19657190,1769147.0999999999,2,0.1,Crude Rate
Oregon,2023-05-27,21,2022-23,2023,4238665,1822625.95,0,0,Crude Rate
Tennessee,2023-05-27,21,2022-23,2023,7030607,1827957.82,0,0,Crude Rate
Utah,2023-05-27,21,2022-23,2023,3376238,1215445.68,1,0.1,Crude Rate
California,2023-06-03,22,2022-23,2023,38886551,3499789.59,3,0.1,Crude Rate
Colorado,2023-06-03,22,2022-23,2023,5803748,2843836.52,0,0,Crude Rate
Connecticut,2023-06-03,22,2022-23,2023,3621089,869061.36,0,0,Crude Rate
Georgia,2023-06-03,22,2022-23,2023,10855454,4233627.0600000005,4,0.1,Crude Rate
Maryland,2023-06-03,22,2022-23,2023,6133130,2821239.8000000003,0,0,Crude Rate
Michigan,2023-06-03,22,2022-23,2023,10032075,1304169.75,0,0,Crude Rate
Minnesota,2023-06-03,22,2022-23,2023,5716548,3144101.4000000004,0,0,Crude Rate
New Mexico,2023-06-03,22,2022-23,2023,2100079,672025.28,0,0,Crude Rate
New York,2023-06-03,22,2022-23,2023,19657190,1769147.0999999999,2,0.1,Crude Rate
Oregon,2023-06-03,22,2022-23,2023,4238665,1822625.95,0,0,Crude Rate
Tennessee,2023-06-03,22,2022-23,2023,7030607,1827957.82,2,0.1,Crude Rate
Utah,2023-06-03,22,2022-23,2023,3376238,1215445.68,1,0.1,Crude Rate
California,2023-06-10,23,2022-23,2023,38886551,3499789.59,3,0.1,Crude Rate
Colorado,2023-06-10,23,2022-23,2023,5803748,2843836.52,0,0,Crude Rate
Connecticut,2023-06-10,23,2022-23,2023,3621089,869061.36,0,0,Crude Rate
Georgia,2023-06-10,23,2022-23,2023,10855454,4233627.0600000005,4,0.1,Crude Rate
Maryland,2023-06-10,23,2022-23,2023,6133130,2821239.8000000003,0,0,Crude Rate
Michigan,2023-06-10,23,2022-23,2023,10032075,1304169.75,0,0,Crude Rate
Minnesota,2023-06-10,23,2022-23,2023,5716548,3144101.4000000004,0,0,Crude Rate
New Mexico,2023-06-10,23,2022-23,2023,2100079,672025.28,1,0.1,Crude Rate
New York,2023-06-10,23,2022-23,2023,19657190,1769147.0999999999,0,0,Crude Rate
Oregon,2023-06-10,23,2022-23,2023,4238665,1822625.95,2,0.1,Crude Rate
Tennessee,2023-06-10,23,2022-23,2023,7030607,1827957.82,4,0.2,Crude Rate
Utah,2023-06-10,23,2022-23,2023,3376238,1215445.68,0,0,Crude Rate
California,2023-06-17,24,2022-23,2023,38886551,3499789.59,0,0,Crude Rate
Colorado,2023-06-17,24,2022-23,2023,5803748,2843836.52,0,0,Crude Rate
Connecticut,2023-06-17,24,2022-23,2023,3621089,869061.36,0,0,Crude Rate
Georgia,2023-06-17,24,2022-23,2023,10855454,4233627.0600000005,8,0.2,Crude Rate
Maryland,2023-06-17,24,2022-23,2023,6133130,2821239.8000000003,0,0,Crude Rate
Michigan,2023-06-17,24,2022-23,2023,10032075,1304169.75,0,0,Crude Rate
Minnesota,2023-06-17,24,2022-23,2023,5716548,3144101.4000000004,0,0,Crude Rate
New Mexico,2023-06-17,24,2022-23,2023,2100079,672025.28,0,0,Crude Rate
New York,2023-06-17,24,2022-23,2023,19657190,1769147.0999999999,0,0,Crude Rate
Oregon,2023-06-17,24,2022-23,2023,4238665,1822625.95,0,0,Crude Rate
Tennessee,2023-06-17,24,2022-23,2023,7030607,1827957.82,2,0.1,Crude Rate
Utah,2023-06-17,24,2022-23,2023,3376238,1215445.68,1,0.1,Crude Rate
California,2023-06-24,25,2022-23,2023,38886551,3499789.59,0,0,Crude Rate
Colorado,2023-06-24,25,2022-23,2023,5803748,2843836.52,0,0,Crude Rate
Connecticut,2023-06-24,25,2022-23,2023,3621089,869061.36,0,0,Crude Rate
Georgia,2023-06-24,25,2022-23,2023,10855454,4233627.0600000005,8,0.2,Crude Rate
Maryland,2023-06-24,25,2022-23,2023,6133130,2821239.8000000003,0,0,Crude Rate
Michigan,2023-06-24,25,2022-23,2023,10032075,1304169.75,0,0,Crude Rate
Minnesota,2023-06-24,25,2022-23,2023,5716548,3144101.4000000004,0,0,Crude Rate
New Mexico,2023-06-24,25,2022-23,2023,2100079,672025.28,0,0,Crude Rate
New York,2023-06-24,25,2022-23,2023,19657190,1769147.0999999999,0,0,Crude Rate
Oregon,2023-06-24,25,2022-23,2023,4238665,1822625.95,2,0.1,Crude Rate
Tennessee,2023-06-24,25,2022-23,2023,7030607,1827957.82,2,0.1,Crude Rate
Utah,2023-06-24,25,2022-23,2023,3376238,1215445.68,0,0,Crude Rate
California,2023-07-01,26,2022-23,2023,38886551,3499789.59,3,0.1,Crude Rate
Colorado,2023-07-01,26,2022-23,2023,5803748,2843836.52,0,0,Crude Rate
Connecticut,2023-07-01,26,2022-23,2023,3621089,869061.36,0,0,Crude Rate
Georgia,2023-07-01,26,2022-23,2023,10855454,4233627.0600000005,8,0.2,Crude Rate
Maryland,2023-07-01,26,2022-23,2023,6133130,2821239.8000000003,0,0,Crude Rate
Michigan,2023-07-01,26,2022-23,2023,10032075,1304169.75,0,0,Crude Rate
Minnesota,2023-07-01,26,2022-23,2023,5716548,3144101.4000000004,0,0,Crude Rate
New Mexico,2023-07-01,26,2022-23,2023,2100079,672025.28,0,0,Crude Rate
New York,2023-07-01,26,2022-23,2023,19657190,1769147.0999999999,0,0,Crude Rate
Oregon,2023-07-01,26,2022-23,2023,4238665,1822625.95,0,0,Crude Rate
Tennessee,2023-07-01,26,2022-23,2023,7030607,1827957.82,0,0,Crude Rate
Utah,2023-07-01,26,2022-23,2023,3376238,1215445.68,0,0,Crude Rate
California,2023-07-08,27,2022-23,2023,38886551,3499789.59,3,0.1,Crude Rate
Colorado,2023-07-08,27,2022-23,2023,5803748,2843836.52,0,0,Crude Rate
Connecticut,2023-07-08,27,2022-23,2023,3621089,869061.36,0,0,Crude Rate
Georgia,2023-07-08,27,2022-23,2023,10855454,4233627.0600000005,4,0.1,Crude Rate
Maryland,2023-07-08,27,2022-23,2023,6133130,2821239.8000000003,0,0,Crude Rate
Michigan,2023-07-08,27,2022-23,2023,10032075,1304169.75,0,0,Crude Rate
Minnesota,2023-07-08,27,2022-23,2023,5716548,3144101.4000000004,0,0,Crude Rate
New Mexico,2023-07-08,27,2022-23,2023,2100079,672025.28,0,0,Crude Rate
New York,2023-07-08,27,2022-23,2023,19657190,1769147.0999999999,0,0,Crude Rate
Oregon,2023-07-08,27,2022-23,2023,4238665,1822625.95,0,0,Crude Rate
Tennessee,2023-07-08,27,2022-23,2023,7030607,1827957.82,0,0,Crude Rate
Utah,2023-07-08,27,2022-23,2023,3376238,1215445.68,0,0,Crude Rate
California,2023-07-15,28,2022-23,2023,38886551,3499789.59,0,0,Crude Rate
Colorado,2023-07-15,28,2022-23,2023,5803748,2843836.52,0,0,Crude Rate
Connecticut,2023-07-15,28,2022-23,2023,3621089,869061.36,0,0,Crude Rate
Georgia,2023-07-15,28,2022-23,2023,10855454,4233627.0600000005,4,0.1,Crude Rate
Maryland,2023-07-15,28,2022-23,2023,6133130,2821239.8000000003,0,0,Crude Rate
Michigan,2023-07-15,28,2022-23,2023,10032075,1304169.75,0,0,Crude Rate
Minnesota,2023-07-15,28,2022-23,2023,5716548,3144101.4000000004,0,0,Crude Rate
New Mexico,2023-07-15,28,2022-23,2023,2100079,672025.28,1,0.1,Crude Rate
New York,2023-07-15,28,2022-23,2023,19657190,1769147.0999999999,2,0.1,Crude Rate
Oregon,2023-07-15,28,2022-23,2023,4238665,1822625.95,0,0,Crude Rate
Tennessee,2023-07-15,28,2022-23,2023,7030607,1827957.82,0,0,Crude Rate
Utah,2023-07-15,28,2022-23,2023,3376238,1215445.68,0,0,Crude Rate
California,2023-07-22,29,2022-23,2023,38886551,3499789.59,3,0.1,Crude Rate
Colorado,2023-07-22,29,2022-23,2023,5803748,2843836.52,0,0,Crude Rate
Connecticut,2023-07-22,29,2022-23,2023,3621089,869061.36,1,0.1,Crude Rate
Georgia,2023-07-22,29,2022-23,2023,10855454,4233627.0600000005,8,0.2,Crude Rate
Maryland,2023-07-22,29,2022-23,2023,6133130,2821239.8000000003,3,0.1,Crude Rate
Michigan,2023-07-22,29,2022-23,2023,10032075,1304169.75,0,0,Crude Rate
Minnesota,2023-07-22,29,2022-23,2023,5716548,3144101.4000000004,0,0,Crude Rate
New Mexico,2023-07-22,29,2022-23,2023,2100079,672025.28,0,0,Crude Rate
New York,2023-07-22,29,2022-23,2023,19657190,1769147.0999999999,0,0,Crude Rate
Oregon,2023-07-22,29,2022-23,2023,4238665,1822625.95,2,0.1,Crude Rate
Tennessee,2023-07-22,29,2022-23,2023,7030607,1827957.82,2,0.1,Crude Rate
Utah,2023-07-22,29,2022-23,2023,3376238,1215445.68,0,0,Crude Rate
California,2023-07-29,30,2022-23,2023,38886551,3499789.59,3,0.1,Crude Rate
Colorado,2023-07-29,30,2022-23,2023,5803748,2843836.52,3,0.1,Crude Rate
Connecticut,2023-07-29,30,2022-23,2023,3621089,869061.36,1,0.1,Crude Rate
Georgia,2023-07-29,30,2022-23,2023,10855454,4233627.0600000005,13,0.3,Crude Rate
Maryland,2023-07-29,30,2022-23,2023,6133130,2821239.8000000003,3,0.1,Crude Rate
Michigan,2023-07-29,30,2022-23,2023,10032075,1304169.75,0,0,Crude Rate
Minnesota,2023-07-29,30,2022-23,2023,5716548,3144101.4000000004,0,0,Crude Rate
New Mexico,2023-07-29,30,2022-23,2023,2100079,672025.28,0,0,Crude Rate
New York,2023-07-29,30,2022-23,2023,19657190,1769147.0999999999,0,0,Crude Rate
Oregon,2023-07-29,30,2022-23,2023,4238665,1822625.95,0,0,Crude Rate
Tennessee,2023-07-29,30,2022-23,2023,7030607,1827957.82,2,0.1,Crude Rate
Utah,2023-07-29,30,2022-23,2023,3376238,1215445.68,0,0,Crude Rate
California,2023-08-05,31,2022-23,2023,38886551,3499789.59,3,0.1,Crude Rate
Colorado,2023-08-05,31,2022-23,2023,5803748,2843836.52,3,0.1,Crude Rate
Connecticut,2023-08-05,31,2022-23,2023,3621089,869061.36,1,0.1,Crude Rate
Georgia,2023-08-05,31,2022-23,2023,10855454,4233627.0600000005,8,0.2,Crude Rate
Maryland,2023-08-05,31,2022-23,2023,6133130,2821239.8000000003,0,0,Crude Rate
Michigan,2023-08-05,31,2022-23,2023,10032075,1304169.75,0,0,Crude Rate
Minnesota,2023-08-05,31,2022-23,2023,5716548,3144101.4000000004,0,0,Crude Rate
New Mexico,2023-08-05,31,2022-23,2023,2100079,672025.28,1,0.1,Crude Rate
New York,2023-08-05,31,2022-23,2023,19657190,1769147.0999999999,2,0.1,Crude Rate
Oregon,2023-08-05,31,2022-23,2023,4238665,1822625.95,2,0.1,Crude Rate
Tennessee,2023-08-05,31,2022-23,2023,7030607,1827957.82,2,0.1,Crude Rate
Utah,2023-08-05,31,2022-23,2023,3376238,1215445.68,0,0,Crude Rate
California,2023-08-12,32,2022-23,2023,38886551,3499789.59,3,0.1,Crude Rate
Colorado,2023-08-12,32,2022-23,2023,5803748,2843836.52,3,0.1,Crude Rate
Connecticut,2023-08-12,32,2022-23,2023,3621089,869061.36,0,0,Crude Rate
Georgia,2023-08-12,32,2022-23,2023,10855454,4233627.0600000005,17,0.4,Crude Rate
Maryland,2023-08-12,32,2022-23,2023,6133130,2821239.8000000003,0,0,Crude Rate
Michigan,2023-08-12,32,2022-23,2023,10032075,1304169.75,0,0,Crude Rate
Minnesota,2023-08-12,32,2022-23,2023,5716548,3144101.4000000004,0,0,Crude Rate
New Mexico,2023-08-12,32,2022-23,2023,2100079,672025.28,0,0,Crude Rate
New York,2023-08-12,32,2022-23,2023,19657190,1769147.0999999999,2,0.1,Crude Rate
Oregon,2023-08-12,32,2022-23,2023,4238665,1822625.95,2,0.1,Crude Rate
Tennessee,2023-08-12,32,2022-23,2023,7030607,1827957.82,4,0.2,Crude Rate
Utah,2023-08-12,32,2022-23,2023,3376238,1215445.68,0,0,Crude Rate
California,2023-08-19,33,2022-23,2023,38886551,3499789.59,0,0,Crude Rate
Colorado,2023-08-19,33,2022-23,2023,5803748,2843836.52,0,0,Crude Rate
Connecticut,2023-08-19,33,2022-23,2023,3621089,869061.36,0,0,Crude Rate
Georgia,2023-08-19,33,2022-23,2023,10855454,4233627.0600000005,30,0.7,Crude Rate
Maryland,2023-08-19,33,2022-23,2023,6133130,2821239.8000000003,3,0.1,Crude Rate
Michigan,2023-08-19,33,2022-23,2023,10032075,1304169.75,0,0,Crude Rate
Minnesota,2023-08-19,33,2022-23,2023,5716548,3144101.4000000004,0,0,Crude Rate
New Mexico,2023-08-19,33,2022-23,2023,2100079,672025.28,0,0,Crude Rate
New York,2023-08-19,33,2022-23,2023,19657190,1769147.0999999999,2,0.1,Crude Rate
Oregon,2023-08-19,33,2022-23,2023,4238665,1822625.95,0,0,Crude Rate
Tennessee,2023-08-19,33,2022-23,2023,7030607,1827957.82,4,0.2,Crude Rate
Utah,2023-08-19,33,2022-23,2023,3376238,1215445.68,1,0.1,Crude Rate
California,2023-08-26,34,2022-23,2023,38886551,3499789.59,3,0.1,Crude Rate
Colorado,2023-08-26,34,2022-23,2023,5803748,2843836.52,0,0,Crude Rate
Connecticut,2023-08-26,34,2022-23,2023,3621089,869061.36,2,0.2,Crude Rate
Georgia,2023-08-26,34,2022-23,2023,10855454,4233627.0600000005,25,0.6,Crude Rate
Maryland,2023-08-26,34,2022-23,2023,6133130,2821239.8000000003,3,0.1,Crude Rate
Michigan,2023-08-26,34,2022-23,2023,10032075,1304169.75,0,0,Crude Rate
Minnesota,2023-08-26,34,2022-23,2023,5716548,3144101.4000000004,3,0.1,Crude Rate
New Mexico,2023-08-26,34,2022-23,2023,2100079,672025.28,0,0,Crude Rate
New York,2023-08-26,34,2022-23,2023,19657190,1769147.0999999999,0,0,Crude Rate
Oregon,2023-08-26,34,2022-23,2023,4238665,1822625.95,2,0.1,Crude Rate
Tennessee,2023-08-26,34,2022-23,2023,7030607,1827957.82,4,0.2,Crude Rate
Utah,2023-08-26,34,2022-23,2023,3376238,1215445.68,0,0,Crude Rate
California,2023-09-02,35,2022-23,2023,38886551,3499789.59,0,0,Crude Rate
Colorado,2023-09-02,35,2022-23,2023,5803748,2843836.52,0,0,Crude Rate
Connecticut,2023-09-02,35,2022-23,2023,3621089,869061.36,2,0.2,Crude Rate
Georgia,2023-09-02,35,2022-23,2023,10855454,4233627.0600000005,51,1.2,Crude Rate
Maryland,2023-09-02,35,2022-23,2023,6133130,2821239.8000000003,0,0,Crude Rate
Michigan,2023-09-02,35,2022-23,2023,10032075,1304169.75,0,0,Crude Rate
Minnesota,2023-09-02,35,2022-23,2023,5716548,3144101.4000000004,3,0.1,Crude Rate
New Mexico,2023-09-02,35,2022-23,2023,2100079,672025.28,0,0,Crude Rate
New York,2023-09-02,35,2022-23,2023,19657190,1769147.0999999999,4,0.2,Crude Rate
Oregon,2023-09-02,35,2022-23,2023,4238665,1822625.95,0,0,Crude Rate
Tennessee,2023-09-02,35,2022-23,2023,7030607,1827957.82,5,0.3,Crude Rate
Utah,2023-09-02,35,2022-23,2023,3376238,1215445.68,1,0.1,Crude Rate
California,2023-09-09,36,2022-23,2023,38886551,3499789.59,7,0.2,Crude Rate
Colorado,2023-09-09,36,2022-23,2023,5803748,2843836.52,0,0,Crude Rate
Connecticut,2023-09-09,36,2022-23,2023,3621089,869061.36,2,0.2,Crude Rate
Georgia,2023-09-09,36,2022-23,2023,10855454,4233627.0600000005,55,1.3,Crude Rate
Maryland,2023-09-09,36,2022-23,2023,6133130,2821239.8000000003,3,0.1,Crude Rate
Michigan,2023-09-09,36,2022-23,2023,10032075,1304169.75,1,0.1,Crude Rate
Minnesota,2023-09-09,36,2022-23,2023,5716548,3144101.4000000004,3,0.1,Crude Rate
New Mexico,2023-09-09,36,2022-23,2023,2100079,672025.28,1,0.1,Crude Rate
New York,2023-09-09,36,2022-23,2023,19657190,1769147.0999999999,4,0.2,Crude Rate
Oregon,2023-09-09,36,2022-23,2023,4238665,1822625.95,2,0.1,Crude Rate
Tennessee,2023-09-09,36,2022-23,2023,7030607,1827957.82,9,0.5,Crude Rate
Utah,2023-09-09,36,2022-23,2023,3376238,1215445.68,1,0.1,Crude Rate
California,2023-09-16,37,2022-23,2023,38886551,3499789.59,10,0.3,Crude Rate
Colorado,2023-09-16,37,2022-23,2023,5803748,2843836.52,3,0.1,Crude Rate
Connecticut,2023-09-16,37,2022-23,2023,3621089,869061.36,1,0.1,Crude Rate
Georgia,2023-09-16,37,2022-23,2023,10855454,4233627.0600000005,68,1.6,Crude Rate
Maryland,2023-09-16,37,2022-23,2023,6133130,2821239.8000000003,8,0.3,Crude Rate
Michigan,2023-09-16,37,2022-23,2023,10032075,1304169.75,0,0,Crude Rate
Minnesota,2023-09-16,37,2022-23,2023,5716548,3144101.4000000004,3,0.1,Crude Rate
New Mexico,2023-09-16,37,2022-23,2023,2100079,672025.28,0,0,Crude Rate
New York,2023-09-16,37,2022-23,2023,19657190,1769147.0999999999,2,0.1,Crude Rate
Oregon,2023-09-16,37,2022-23,2023,4238665,1822625.95,2,0.1,Crude Rate
Tennessee,2023-09-16,37,2022-23,2023,7030607,1827957.82,4,0.2,Crude Rate
Utah,2023-09-16,37,2022-23,2023,3376238,1215445.68,1,0.1,Crude Rate
California,2023-09-23,38,2022-23,2023,38886551,3499789.59,7,0.2,Crude Rate
Colorado,2023-09-23,38,2022-23,2023,5803748,2843836.52,3,0.1,Crude Rate
Connecticut,2023-09-23,38,2022-23,2023,3621089,869061.36,3,0.4,Crude Rate
Georgia,2023-09-23,38,2022-23,2023,10855454,4233627.0600000005,97,2.3,Crude Rate
Maryland,2023-09-23,38,2022-23,2023,6133130,2821239.8000000003,3,0.1,Crude Rate
Michigan,2023-09-23,38,2022-23,2023,10032075,1304169.75,1,0.1,Crude Rate
Minnesota,2023-09-23,38,2022-23,2023,5716548,3144101.4000000004,3,0.1,Crude Rate
New Mexico,2023-09-23,38,2022-23,2023,2100079,672025.28,2,0.3,Crude Rate
New York,2023-09-23,38,2022-23,2023,19657190,1769147.0999999999,2,0.1,Crude Rate
Oregon,2023-09-23,38,2022-23,2023,4238665,1822625.95,4,0.2,Crude Rate
Tennessee,2023-09-23,38,2022-23,2023,7030607,1827957.82,15,0.8,Crude Rate
Utah,2023-09-23,38,2022-23,2023,3376238,1215445.68,0,0,Crude Rate
California,2023-09-30,39,2022-23,2023,38886551,3499789.59,14,0.4,Crude Rate
Colorado,2023-09-30,39,2022-23,2023,5803748,2843836.52,6,0.2,Crude Rate
Connecticut,2023-09-30,39,2022-23,2023,3621089,869061.36,3,0.4,Crude Rate
Georgia,2023-09-30,39,2022-23,2023,10855454,4233627.0600000005,114,2.7,Crude Rate
Maryland,2023-09-30,39,2022-23,2023,6133130,2821239.8000000003,8,0.3,Crude Rate
Michigan,2023-09-30,39,2022-23,2023,10032075,1304169.75,0,0,Crude Rate
Minnesota,2023-09-30,39,2022-23,2023,5716548,3144101.4000000004,3,0.1,Crude Rate
New Mexico,2023-09-30,39,2022-23,2023,2100079,672025.28,0,0,Crude Rate
New York,2023-09-30,39,2022-23,2023,19657190,1769147.0999999999,4,0.2,Crude Rate
Oregon,2023-09-30,39,2022-23,2023,4238665,1822625.95,0,0,Crude Rate
Tennessee,2023-09-30,39,2022-23,2023,7030607,1827957.82,11,0.6,Crude Rate
Utah,2023-09-30,39,2022-23,2023,3376238,1215445.68,1,0.1,Crude Rate
California,2023-10-07,40,2023-24,2023,38886551,3499789.59,17,0.5,Crude Rate
Colorado,2023-10-07,40,2023-24,2023,5803748,2843836.52,11,0.4,Crude Rate
Connecticut,2023-10-07,40,2023-24,2023,3621089,869061.36,6,0.7,Crude Rate
Georgia,2023-10-07,40,2023-24,2023,10855454,4233627.0600000005,102,2.4,Crude Rate
Maryland,2023-10-07,40,2023-24,2023,6133130,2821239.8000000003,23,0.8,Crude Rate
Michigan,2023-10-07,40,2023-24,2023,10032075,1304169.75,1,0.1,Crude Rate
Minnesota,2023-10-07,40,2023-24,2023,5716548,3144101.4000000004,9,0.3,Crude Rate
New Mexico,2023-10-07,40,2023-24,2023,2100079,672025.28,1,0.1,Crude Rate
New York,2023-10-07,40,2023-24,2023,19657190,1769147.0999999999,4,0.2,Crude Rate
Oregon,2023-10-07,40,2023-24,2023,4238665,1822625.95,5,0.3,Crude Rate
Tennessee,2023-10-07,40,2023-24,2023,7030607,1827957.82,24,1.3,Crude Rate
Utah,2023-10-07,40,2023-24,2023,3376238,1215445.68,1,0.1,Crude Rate
California,2023-10-14,41,2023-24,2023,38886551,3499789.59,28,0.8,Crude Rate
Colorado,2023-10-14,41,2023-24,2023,5803748,2843836.52,17,0.6,Crude Rate
Connecticut,2023-10-14,41,2023-24,2023,3621089,869061.36,15,1.7,Crude Rate
Georgia,2023-10-14,41,2023-24,2023,10855454,4233627.0600000005,119,2.8,Crude Rate
Maryland,2023-10-14,41,2023-24,2023,6133130,2821239.8000000003,25,0.9,Crude Rate
Michigan,2023-10-14,41,2023-24,2023,10032075,1304169.75,3,0.2,Crude Rate
Minnesota,2023-10-14,41,2023-24,2023,5716548,3144101.4000000004,16,0.5,Crude Rate
New Mexico,2023-10-14,41,2023-24,2023,2100079,672025.28,0,0,Crude Rate
New York,2023-10-14,41,2023-24,2023,19657190,1769147.0999999999,11,0.6,Crude Rate
Oregon,2023-10-14,41,2023-24,2023,4238665,1822625.95,5,0.3,Crude Rate
Tennessee,2023-10-14,41,2023-24,2023,7030607,1827957.82,33,1.8,Crude Rate
Utah,2023-10-14,41,2023-24,2023,3376238,1215445.68,1,0.1,Crude Rate
California,2023-10-21,42,2023-24,2023,38886551,3499789.59,35,1,Crude Rate
Colorado,2023-10-21,42,2023-24,2023,5803748,2843836.52,23,0.8,Crude Rate
Connecticut,2023-10-21,42,2023-24,2023,3621089,869061.36,11,1.3,Crude Rate
Georgia,2023-10-21,42,2023-24,2023,10855454,4233627.0600000005,119,2.8,Crude Rate
Maryland,2023-10-21,42,2023-24,2023,6133130,2821239.8000000003,42,1.5,Crude Rate
Michigan,2023-10-21,42,2023-24,2023,10032075,1304169.75,9,0.7,Crude Rate
Minnesota,2023-10-21,42,2023-24,2023,5716548,3144101.4000000004,16,0.5,Crude Rate
New Mexico,2023-10-21,42,2023-24,2023,2100079,672025.28,7,1,Crude Rate
New York,2023-10-21,42,2023-24,2023,19657190,1769147.0999999999,9,0.5,Crude Rate
Oregon,2023-10-21,42,2023-24,2023,4238665,1822625.95,2,0.1,Crude Rate
Tennessee,2023-10-21,42,2023-24,2023,7030607,1827957.82,44,2.4,Crude Rate
Utah,2023-10-21,42,2023-24,2023,3376238,1215445.68,0,0,Crude Rate
California,2023-10-28,43,2023-24,2023,38886551,3499789.59,24,0.7,Crude Rate
Colorado,2023-10-28,43,2023-24,2023,5803748,2843836.52,23,0.8,Crude Rate
Connecticut,2023-10-28,43,2023-24,2023,3621089,869061.36,19,2.2,Crude Rate
Georgia,2023-10-28,43,2023-24,2023,10855454,4233627.0600000005,123,2.9,Crude Rate
Maryland,2023-10-28,43,2023-24,2023,6133130,2821239.8000000003,51,1.8,Crude Rate
