location,date,epiweek,season,epiyear,population,pop_served,count,weekly_rate,type
Michigan,2021-01-16,2,2020-21,2021,10032075,1304169.75,0,0,Crude Rate
Minnesota,2021-01-16,2,2020-21,2021,5716548,3144101.4000000004,0,0,Crude Rate
New Mexico,2021-01-16,2,2020-21,2021,2100079,672025.28,0,0,Crude Rate
New York,2021-01-16,2,2020-21,2021,19657190,1769147.0999999999,0,0,Crude Rate
Oregon,2021-01-16,2,2020-21,2021,4238665,1822625.95,0,0,Crude Rate
Tennessee,2021-01-16,2,2020-21,2021,7030607,1827957.82,0,0,Crude Rate
Utah,2021-01-16,2,2020-21,2021,3376238,1215445.68,0,0,Crude Rate
California,2021-01-23,3,2020-21,2021,38886551,3499789.59,0,0,Crude Rate
Colorado,2021-01-23,3,2020-21,2021,5803748,2843836.52,0,0,Crude Rate
Connecticut,2021-01-23,3,2020-21,2021,3621089,869061.36,0,0,Crude Rate
Georgia,2021-01-23,3,2020-21,2021,10855454,4233627.0600000005,0,0,Crude Rate
Maryland,2021-01-23,3,2020-21,2021,6133130,2821239.8000000003,0,0,Crude Rate
Michigan,2021-01-23,3,2020-21,2021,10032075,1304169.75,0,0,Crude Rate
Minnesota,2021-01-23,3,2020-21,2021,5716548,3144101.4000000004,0,0,Crude Rate
New Mexico,2021-01-23,3,2020-21,2021,2100079,672025.28,0,0,Crude Rate
New York,2021-01-23,3,2020-21,2021,19657190,1769147.0999999999,0,0,Crude Rate
Oregon,2021-01-23,3,2020-21,2021,4238665,1822625.95,0,0,Crude Rate
Tennessee,2021-01-23,3,2020-21,2021,7030607,1827957.82,0,0,Crude Rate
Utah,2021-01-23,3,2020-21,2021,3376238,1215445.68,0,0,Crude Rate
California,2021-01-30,4,2020-21,2021,38886551,3499789.59,0,0,Crude Rate
Colorado,2021-01-30,4,2020-21,2021,5803748,2843836.52,0,0,Crude Rate
Connecticut,2021-01-30,4,2020-21,2021,3621089,869061.36,0,0,Crude Rate
Georgia,2021-01-30,4,2020-21,2021,10855454,4233627.0600000005,0,0,Crude Rate
Maryland,2021-01-30,4,2020-21,2021,6133130,2821239.8000000003,0,0,Crude Rate
Michigan,2021-01-30,4,2020-21,2021,10032075,1304169.75,0,0,Crude Rate
Minnesota,2021-01-30,4,2020-21,2021,5716548,3144101.4000000004,0,0,Crude Rate
New Mexico,2021-01-30,4,2020-21,2021,2100079,672025.28,0,0,Crude Rate
New York,2021-01-30,4,2020-21,2021,19657190,1769147.0999999999,0,0,Crude Rate
Oregon,2021-01-30,4,2020-21,2021,4238665,1822625.95,0,0,Crude Rate
Tennessee,2021-01-30,4,2020-21,2021,7030607,1827957.82,0,0,Crude Rate
Utah,2021-01-30,4,2020-21,2021,3376238,1215445.68,0,0,Crude Rate
California,2021-02-06,5,2020-21,2021,38886551,3499789.59,0,0,Crude Rate
Colorado,2021-02-06,5,2020-21,2021,5803748,2843836.52,0,0,Crude Rate
Connecticut,2021-02-06,5,2020-21,2021,3621089,869061.36,0,0,Crude Rate
Georgia,2021-02-06,5,2020-21,2021,10855454,4233627.0600000005,0,0,Crude Rate
Maryland,2021-02-06,5,2020-21,2021,6133130,2821239.8000000003,0,0,Crude Rate
Michigan,2021-02-06,5,2020-21,2021,10032075,1304169.75,0,0,Crude Rate
Minnesota,2021-02-06,5,2020-21,2021,5716548,3144101.4000000004,0,0,Crude Rate
New Mexico,2021-02-06,5,2020-21,2021,2100079,672025.28,0,0,Crude Rate
New York,2021-02-06,5,2020-21,2021,19657190,1769147.0999999999,0,0,Crude Rate
Oregon,2021-02-06,5,2020-21,2021,4238665,1822625.95,0,0,Crude Rate
Tennessee,2021-02-06,5,2020-21,2021,7030607,1827957.82,0,0,Crude Rate
Utah,2021-02-06,5,2020-21,2021,3376238,1215445.68,0,0,Crude Rate
California,2021-02-13,6,2020-21,2021,38886551,3499789.59,0,0,Crude Rate
Colorado,2021-02-13,6,2020-21,2021,5803748,2843836.52,0,0,Crude Rate
Connecticut,2021-02-13,6,2020-21,2021,3621089,869061.36,0,0,Crude Rate
Georgia,2021-02-13,6,2020-21,2021,10855454,4233627.0600000005,0,0,Crude Rate
Maryland,2021-02-13,6,2020-21,2021,6133130,2821239.8000000003,0,0,Crude Rate
Michigan,2021-02-13,6,2020-21,2021,10032075,1304169.75,0,0,Crude Rate
Minnesota,2021-02-13,6,2020-21,2021,5716548,3144101.4000000004,0,0,Crude Rate
New Mexico,2021-02-13,6,2020-21,2021,2100079,672025.28,0,0,Crude Rate
New York,2021-02-13,6,2020-21,2021,19657190,1769147.0999999999,0,0,Crude Rate
Oregon,2021-02-13,6,2020-21,2021,4238665,1822625.95,0,0,Crude Rate
Tennessee,2021-02-13,6,2020-21,2021,7030607,1827957.82,0,0,Crude Rate
Utah,2021-02-13,6,2020-21,2021,3376238,1215445.68,0,0,Crude Rate
California,2021-02-20,7,2020-21,2021,38886551,3499789.59,0,0,Crude Rate
Colorado,2021-02-20,7,2020-21,2021,5803748,2843836.52,0,0,Crude Rate
Connecticut,2021-02-20,7,2020-21,2021,3621089,869061.36,0,0,Crude Rate
Georgia,2021-02-20,7,2020-21,2021,10855454,4233627.0600000005,4,0.1,Crude Rate
Maryland,2021-02-20,7,2020-21,2021,6133130,2821239.8000000003,0,0,Crude Rate
Michigan,2021-02-20,7,2020-21,2021,10032075,1304169.75,0,0,Crude Rate
Minnesota,2021-02-20,7,2020-21,2021,5716548,3144101.4000000004,0,0,Crude Rate
New Mexico,2021-02-20,7,2020-21,2021,2100079,672025.28,0,0,Crude Rate
New York,2021-02-20,7,2020-21,2021,19657190,1769147.0999999999,0,0,Crude Rate
Oregon,2021-02-20,7,2020-21,2021,4238665,1822625.95,0,0,Crude Rate
Tennessee,2021-02-20,7,2020-21,2021,7030607,1827957.82,0,0,Crude Rate
Utah,2021-02-20,7,2020-21,2021,3376238,1215445.68,0,0,Crude Rate
California,2021-02-27,8,2020-21,2021,38886551,3499789.59,0,0,Crude Rate
Colorado,2021-02-27,8,2020-21,2021,5803748,2843836.52,0,0,Crude Rate
Connecticut,2021-02-27,8,2020-21,2021,3621089,869061.36,0,0,Crude Rate
Georgia,2021-02-27,8,2020-21,2021,10855454,4233627.0600000005,0,0,Crude Rate
Maryland,2021-02-27,8,2020-21,2021,6133130,2821239.8000000003,0,0,Crude Rate
Michigan,2021-02-27,8,2020-21,2021,10032075,1304169.75,0,0,Crude Rate
Minnesota,2021-02-27,8,2020-21,2021,5716548,3144101.4000000004,3,0.1,Crude Rate
New Mexico,2021-02-27,8,2020-21,2021,2100079,672025.28,0,0,Crude Rate
New York,2021-02-27,8,2020-21,2021,19657190,1769147.0999999999,0,0,Crude Rate
Oregon,2021-02-27,8,2020-21,2021,4238665,1822625.95,0,0,Crude Rate
Tennessee,2021-02-27,8,2020-21,2021,7030607,1827957.82,0,0,Crude Rate
Utah,2021-02-27,8,2020-21,2021,3376238,1215445.68,0,0,Crude Rate
California,2021-03-06,9,2020-21,2021,38886551,3499789.59,0,0,Crude Rate
Colorado,2021-03-06,9,2020-21,2021,5803748,2843836.52,0,0,Crude Rate
Connecticut,2021-03-06,9,2020-21,2021,3621089,869061.36,0,0,Crude Rate
Georgia,2021-03-06,9,2020-21,2021,10855454,4233627.0600000005,0,0,Crude Rate
Maryland,2021-03-06,9,2020-21,2021,6133130,2821239.8000000003,0,0,Crude Rate
Michigan,2021-03-06,9,2020-21,2021,10032075,1304169.75,0,0,Crude Rate
Minnesota,2021-03-06,9,2020-21,2021,5716548,3144101.4000000004,0,0,Crude Rate
New Mexico,2021-03-06,9,2020-21,2021,2100079,672025.28,0,0,Crude Rate
New York,2021-03-06,9,2020-21,2021,19657190,1769147.0999999999,0,0,Crude Rate
Oregon,2021-03-06,9,2020-21,2021,4238665,1822625.95,0,0,Crude Rate
Tennessee,2021-03-06,9,2020-21,2021,7030607,1827957.82,0,0,Crude Rate
Utah,2021-03-06,9,2020-21,2021,3376238,1215445.68,0,0,Crude Rate
California,2021-03-13,10,2020-21,2021,38886551,3499789.59,0,0,Crude Rate
Colorado,2021-03-13,10,2020-21,2021,5803748,2843836.52,0,0,Crude Rate
Connecticut,2021-03-13,10,2020-21,2021,3621089,869061.36,0,0,Crude Rate
Georgia,2021-03-13,10,2020-21,2021,10855454,4233627.0600000005,4,0.1,Crude Rate
Maryland,2021-03-13,10,2020-21,2021,6133130,2821239.8000000003,0,0,Crude Rate
Michigan,2021-03-13,10,2020-21,2021,10032075,1304169.75,0,0,Crude Rate
Minnesota,2021-03-13,10,2020-21,2021,5716548,3144101.4000000004,0,0,Crude Rate
New Mexico,2021-03-13,10,2020-21,2021,2100079,672025.28,0,0,Crude Rate
New York,2021-03-13,10,2020-21,2021,19657190,1769147.0999999999,0,0,Crude Rate
Oregon,2021-03-13,10,2020-21,2021,4238665,1822625.95,0,0,Crude Rate
Tennessee,2021-03-13,10,2020-21,2021,7030607,1827957.82,0,0,Crude Rate
Utah,2021-03-13,10,2020-21,2021,3376238,1215445.68,0,0,Crude Rate
California,2021-03-20,11,2020-21,2021,38886551,3499789.59,0,0,Crude Rate
Colorado,2021-03-20,11,2020-21,2021,5803748,2843836.52,0,0,Crude Rate
Connecticut,2021-03-20,11,2020-21,2021,3621089,869061.36,0,0,Crude Rate
Georgia,2021-03-20,11,2020-21,2021,10855454,4233627.0600000005,0,0,Crude Rate
Maryland,2021-03-20,11,2020-21,2021,6133130,2821239.8000000003,0,0,Crude Rate
Michigan,2021-03-20,11,2020-21,2021,10032075,1304169.75,0,0,Crude Rate
Minnesota,2021-03-20,11,2020-21,2021,5716548,3144101.4000000004,0,0,Crude Rate
New Mexico,2021-03-20,11,2020-21,2021,2100079,672025.28,0,0,Crude Rate
New York,2021-03-20,11,2020-21,2021,19657190,1769147.0999999999,0,0,Crude Rate
Oregon,2021-03-20,11,2020-21,2021,4238665,1822625.95,0,0,Crude Rate
Tennessee,2021-03-20,11,2020-21,2021,7030607,1827957.82,0,0,Crude Rate
Utah,2021-03-20,11,2020-21,2021,3376238,1215445.68,0,0,Crude Rate
California,2021-03-27,12,2020-21,2021,38886551,3499789.59,0,0,Crude Rate
Colorado,2021-03-27,12,2020-21,2021,5803748,2843836.52,0,0,Crude Rate
Connecticut,2021-03-27,12,2020-21,2021,3621089,869061.36,1,0.1,Crude Rate
Georgia,2021-03-27,12,2020-21,2021,10855454,4233627.0600000005,8,0.2,Crude Rate
Maryland,2021-03-27,12,2020-21,2021,6133130,2821239.8000000003,0,0,Crude Rate
Michigan,2021-03-27,12,2020-21,2021,10032075,1304169.75,0,0,Crude Rate
Minnesota,2021-03-27,12,2020-21,2021,5716548,3144101.4000000004,0,0,Crude Rate
New Mexico,2021-03-27,12,2020-21,2021,2100079,672025.28,0,0,Crude Rate
New York,2021-03-27,12,2020-21,2021,19657190,1769147.0999999999,0,0,Crude Rate
Oregon,2021-03-27,12,2020-21,2021,4238665,1822625.95,0,0,Crude Rate
Tennessee,2021-03-27,12,2020-21,2021,7030607,1827957.82,0,0,Crude Rate
Utah,2021-03-27,12,2020-21,2021,3376238,1215445.68,0,0,Crude Rate
California,2021-04-03,13,2020-21,2021,38886551,3499789.59,0,0,Crude Rate
Colorado,2021-04-03,13,2020-21,2021,5803748,2843836.52,0,0,Crude Rate
Connecticut,2021-04-03,13,2020-21,2021,3621089,869061.36,0,0,Crude Rate
Georgia,2021-04-03,13,2020-21,2021,10855454,4233627.0600000005,4,0.1,Crude Rate
Maryland,2021-04-03,13,2020-21,2021,6133130,2821239.8000000003,0,0,Crude Rate
Michigan,2021-04-03,13,2020-21,2021,10032075,1304169.75,0,0,Crude Rate
Minnesota,2021-04-03,13,2020-21,2021,5716548,3144101.4000000004,0,0,Crude Rate
New Mexico,2021-04-03,13,2020-21,2021,2100079,672025.28,0,0,Crude Rate
New York,2021-04-03,13,2020-21,2021,19657190,1769147.0999999999,0,0,Crude Rate
Oregon,2021-04-03,13,2020-21,2021,4238665,1822625.95,0,0,Crude Rate
Tennessee,2021-04-03,13,2020-21,2021,7030607,1827957.82,0,0,Crude Rate
Utah,2021-04-03,13,2020-21,2021,3376238,1215445.68,0,0,Crude Rate
California,2021-04-10,14,2020-21,2021,38886551,3499789.59,0,0,Crude Rate
Colorado,2021-04-10,14,2020-21,2021,5803748,2843836.52,0,0,Crude Rate
Connecticut,2021-04-10,14,2020-21,2021,3621089,869061.36,0,0,Crude Rate
Georgia,2021-04-10,14,2020-21,2021,10855454,4233627.0600000005,13,0.3,Crude Rate
Maryland,2021-04-10,14,2020-21,2021,6133130,2821239.8000000003,0,0,Crude Rate
Michigan,2021-04-10,14,2020-21,2021,10032075,1304169.75,1,0.1,Crude Rate
Minnesota,2021-04-10,14,2020-21,2021,5716548,3144101.4000000004,0,0,Crude Rate
New Mexico,2021-04-10,14,2020-21,2021,2100079,672025.28,0,0,Crude Rate
New York,2021-04-10,14,2020-21,2021,19657190,1769147.0999999999,0,0,Crude Rate
Oregon,2021-04-10,14,2020-21,2021,4238665,1822625.95,0,0,Crude Rate
Tennessee,2021-04-10,14,2020-21,2021,7030607,1827957.82,0,0,Crude Rate
Utah,2021-04-10,14,2020-21,2021,3376238,1215445.68,0,0,Crude Rate
California,2021-04-17,15,2020-21,2021,38886551,3499789.59,0,0,Crude Rate
Colorado,2021-04-17,15,2020-21,2021,5803748,2843836.52,0,0,Crude Rate
Connecticut,2021-04-17,15,2020-21,2021,3621089,869061.36,1,0.1,Crude Rate
Georgia,2021-04-17,15,2020-21,2021,10855454,4233627.0600000005,8,0.2,Crude Rate
Maryland,2021-04-17,15,2020-21,2021,6133130,2821239.8000000003,0,0,Crude Rate
Michigan,2021-04-17,15,2020-21,2021,10032075,1304169.75,0,0,Crude Rate
Minnesota,2021-04-17,15,2020-21,2021,5716548,3144101.4000000004,0,0,Crude Rate
New Mexico,2021-04-17,15,2020-21,2021,2100079,672025.28,0,0,Crude Rate
New York,2021-04-17,15,2020-21,2021,19657190,1769147.0999999999,0,0,Crude Rate
Oregon,2021-04-17,15,2020-21,2021,4238665,1822625.95,0,0,Crude Rate
Tennessee,2021-04-17,15,2020-21,2021,7030607,1827957.82,4,0.2,Crude Rate
Utah,2021-04-17,15,2020-21,2021,3376238,1215445.68,0,0,Crude Rate
California,2021-04-24,16,2020-21,2021,38886551,3499789.59,0,0,Crude Rate
Colorado,2021-04-24,16,2020-21,2021,5803748,2843836.52,0,0,Crude Rate
Connecticut,2021-04-24,16,2020-21,2021,3621089,869061.36,0,0,Crude Rate
Georgia,2021-04-24,16,2020-21,2021,10855454,4233627.0600000005,8,0.2,Crude Rate
Maryland,2021-04-24,16,2020-21,2021,6133130,2821239.8000000003,0,0,Crude Rate
Michigan,2021-04-24,16,2020-21,2021,10032075,1304169.75,0,0,Crude Rate
Minnesota,2021-04-24,16,2020-21,2021,5716548,3144101.4000000004,0,0,Crude Rate
New Mexico,2021-04-24,16,2020-21,2021,2100079,672025.28,0,0,Crude Rate
New York,2021-04-24,16,2020-21,2021,19657190,1769147.0999999999,0,0,Crude Rate
Oregon,2021-04-24,16,2020-21,2021,4238665,1822625.95,0,0,Crude Rate
Tennessee,2021-04-24,16,2020-21,2021,7030607,1827957.82,4,0.2,Crude Rate
Utah,2021-04-24,16,2020-21,2021,3376238,1215445.68,0,0,Crude Rate
California,2021-05-01,17,2020-21,2021,38886551,3499789.59,0,0,Crude Rate
Colorado,2021-05-01,17,2020-21,2021,5803748,2843836.52,0,0,Crude Rate
Connecticut,2021-05-01,17,2020-21,2021,3621089,869061.36,0,0,Crude Rate
Georgia,2021-05-01,17,2020-21,2021,10855454,4233627.0600000005,8,0.2,Crude Rate
Maryland,2021-05-01,17,2020-21,2021,6133130,2821239.8000000003,0,0,Crude Rate
Michigan,2021-05-01,17,2020-21,2021,10032075,1304169.75,0,0,Crude Rate
Minnesota,2021-05-01,17,2020-21,2021,5716548,3144101.4000000004,0,0,Crude Rate
New Mexico,2021-05-01,17,2020-21,2021,2100079,672025.28,0,0,Crude Rate
New York,2021-05-01,17,2020-21,2021,19657190,1769147.0999999999,0,0,Crude Rate
Oregon,2021-05-01,17,2020-21,2021,4238665,1822625.95,0,0,Crude Rate
Tennessee,2021-05-01,17,2020-21,2021,7030607,1827957.82,5,0.3,Crude Rate
Utah,2021-05-01,17,2020-21,2021,3376238,1215445.68,0,0,Crude Rate
California,2021-05-08,18,2020-21,2021,38886551,3499789.59,0,0,Crude Rate
Colorado,2021-05-08,18,2020-21,2021,5803748,2843836.52,3,0.1,Crude Rate
Connecticut,2021-05-08,18,2020-21,2021,3621089,869061.36,1,0.1,Crude Rate
Georgia,2021-05-08,18,2020-21,2021,10855454,4233627.0600000005,21,0.5,Crude Rate
Maryland,2021-05-08,18,2020-21,2021,6133130,2821239.8000000003,0,0,Crude Rate
Michigan,2021-05-08,18,2020-21,2021,10032075,1304169.75,0,0,Crude Rate
Minnesota,2021-05-08,18,2020-21,2021,5716548,3144101.4000000004,3,0.1,Crude Rate
New Mexico,2021-05-08,18,2020-21,2021,2100079,672025.28,1,0.1,Crude Rate
New York,2021-05-08,18,2020-21,2021,19657190,1769147.0999999999,0,0,Crude Rate
Oregon,2021-05-08,18,2020-21,2021,4238665,1822625.95,0,0,Crude Rate
Tennessee,2021-05-08,18,2020-21,2021,7030607,1827957.82,7,0.4,Crude Rate
Utah,2021-05-08,18,2020-21,2021,3376238,1215445.68,0,0,Crude Rate
California,2021-05-15,19,2020-21,2021,38886551,3499789.59,0,0,Crude Rate
Colorado,2021-05-15,19,2020-21,2021,5803748,2843836.52,3,0.1,Crude Rate
Connecticut,2021-05-15,19,2020-21,2021,3621089,869061.36,0,0,Crude Rate
Georgia,2021-05-15,19,2020-21,2021,10855454,4233627.0600000005,25,0.6,Crude Rate
Maryland,2021-05-15,19,2020-21,2021,6133130,2821239.8000000003,0,0,Crude Rate
Michigan,2021-05-15,19,2020-21,2021,10032075,1304169.75,0,0,Crude Rate
Minnesota,2021-05-15,19,2020-21,2021,5716548,3144101.4000000004,3,0.1,Crude Rate
New Mexico,2021-05-15,19,2020-21,2021,2100079,672025.28,0,0,Crude Rate
New York,2021-05-15,19,2020-21,2021,19657190,1769147.0999999999,2,0.1,Crude Rate
Oregon,2021-05-15,19,2020-21,2021,4238665,1822625.95,0,0,Crude Rate
Tennessee,2021-05-15,19,2020-21,2021,7030607,1827957.82,7,0.4,Crude Rate
Utah,2021-05-15,19,2020-21,2021,3376238,1215445.68,4,0.3,Crude Rate
California,2021-05-22,20,2020-21,2021,38886551,3499789.59,0,0,Crude Rate
Colorado,2021-05-22,20,2020-21,2021,5803748,2843836.52,3,0.1,Crude Rate
Connecticut,2021-05-22,20,2020-21,2021,3621089,869061.36,2,0.2,Crude Rate
Georgia,2021-05-22,20,2020-21,2021,10855454,4233627.0600000005,25,0.6,Crude Rate
Maryland,2021-05-22,20,2020-21,2021,6133130,2821239.8000000003,0,0,Crude Rate
Michigan,2021-05-22,20,2020-21,2021,10032075,1304169.75,0,0,Crude Rate
Minnesota,2021-05-22,20,2020-21,2021,5716548,3144101.4000000004,3,0.1,Crude Rate
New Mexico,2021-05-22,20,2020-21,2021,2100079,672025.28,0,0,Crude Rate
New York,2021-05-22,20,2020-21,2021,19657190,1769147.0999999999,2,0.1,Crude Rate
Oregon,2021-05-22,20,2020-21,2021,4238665,1822625.95,0,0,Crude Rate
Tennessee,2021-05-22,20,2020-21,2021,7030607,1827957.82,11,0.6,Crude Rate
Utah,2021-05-22,20,2020-21,2021,3376238,1215445.68,4,0.3,Crude Rate
California,2021-05-29,21,2020-21,2021,38886551,3499789.59,0,0,Crude Rate
Colorado,2021-05-29,21,2020-21,2021,5803748,2843836.52,0,0,Crude Rate
Connecticut,2021-05-29,21,2020-21,2021,3621089,869061.36,0,0,Crude Rate
Georgia,2021-05-29,21,2020-21,2021,10855454,4233627.0600000005,25,0.6,Crude Rate
Maryland,2021-05-29,21,2020-21,2021,6133130,2821239.8000000003,3,0.1,Crude Rate
Michigan,2021-05-29,21,2020-21,2021,10032075,1304169.75,0,0,Crude Rate
Minnesota,2021-05-29,21,2020-21,2021,5716548,3144101.4000000004,3,0.1,Crude Rate
New Mexico,2021-05-29,21,2020-21,2021,2100079,672025.28,0,0,Crude Rate
New York,2021-05-29,21,2020-21,2021,19657190,1769147.0999999999,2,0.1,Crude Rate
Oregon,2021-05-29,21,2020-21,2021,4238665,1822625.95,0,0,Crude Rate
Tennessee,2021-05-29,21,2020-21,2021,7030607,1827957.82,11,0.6,Crude Rate
Utah,2021-05-29,21,2020-21,2021,3376238,1215445.68,1,0.1,Crude Rate
California,2021-06-05,22,2020-21,2021,38886551,3499789.59,0,0,Crude Rate
Colorado,2021-06-05,22,2020-21,2021,5803748,2843836.52,0,0,Crude Rate
Connecticut,2021-06-05,22,2020-21,2021,3621089,869061.36,0,0,Crude Rate
Georgia,2021-06-05,22,2020-21,2021,10855454,4233627.0600000005,34,0.8,Crude Rate
Maryland,2021-06-05,22,2020-21,2021,6133130,2821239.8000000003,3,0.1,Crude Rate
Michigan,2021-06-05,22,2020-21,2021,10032075,1304169.75,1,0.1,Crude Rate
Minnesota,2021-06-05,22,2020-21,2021,5716548,3144101.4000000004,9,0.3,Crude Rate
New Mexico,2021-06-05,22,2020-21,2021,2100079,672025.28,0,0,Crude Rate
New York,2021-06-05,22,2020-21,2021,19657190,1769147.0999999999,4,0.2,Crude Rate
Oregon,2021-06-05,22,2020-21,2021,4238665,1822625.95,0,0,Crude Rate
Tennessee,2021-06-05,22,2020-21,2021,7030607,1827957.82,15,0.8,Crude Rate
Utah,2021-06-05,22,2020-21,2021,3376238,1215445.68,0,0,Crude Rate
California,2021-06-12,23,2020-21,2021,38886551,3499789.59,0,0,Crude Rate
Colorado,2021-06-12,23,2020-21,2021,5803748,2843836.52,3,0.1,Crude Rate
Connecticut,2021-06-12,23,2020-21,2021,3621089,869061.36,3,0.4,Crude Rate
Georgia,2021-06-12,23,2020-21,2021,10855454,4233627.0600000005,30,0.7,Crude Rate
Maryland,2021-06-12,23,2020-21,2021,6133130,2821239.8000000003,3,0.1,Crude Rate
Michigan,2021-06-12,23,2020-21,2021,10032075,1304169.75,5,0.4,Crude Rate
Minnesota,2021-06-12,23,2020-21,2021,5716548,3144101.4000000004,9,0.3,Crude Rate
New Mexico,2021-06-12,23,2020-21,2021,2100079,672025.28,0,0,Crude Rate
New York,2021-06-12,23,2020-21,2021,19657190,1769147.0999999999,2,0.1,Crude Rate
Oregon,2021-06-12,23,2020-21,2021,4238665,1822625.95,0,0,Crude Rate
Tennessee,2021-06-12,23,2020-21,2021,7030607,1827957.82,13,0.7,Crude Rate
Utah,2021-06-12,23,2020-21,2021,3376238,1215445.68,0,0,Crude Rate
California,2021-06-19,24,2020-21,2021,38886551,3499789.59,0,0,Crude Rate
Colorado,2021-06-19,24,2020-21,2021,5803748,2843836.52,3,0.1,Crude Rate
Connecticut,2021-06-19,24,2020-21,2021,3621089,869061.36,1,0.1,Crude Rate
Georgia,2021-06-19,24,2020-21,2021,10855454,4233627.0600000005,38,0.9,Crude Rate
Maryland,2021-06-19,24,2020-21,2021,6133130,2821239.8000000003,6,0.2,Crude Rate
Michigan,2021-06-19,24,2020-21,2021,10032075,1304169.75,0,0,Crude Rate
Minnesota,2021-06-19,24,2020-21,2021,5716548,3144101.4000000004,13,0.4,Crude Rate
New Mexico,2021-06-19,24,2020-21,2021,2100079,672025.28,1,0.1,Crude Rate
New York,2021-06-19,24,2020-21,2021,19657190,1769147.0999999999,0,0,Crude Rate
Oregon,2021-06-19,24,2020-21,2021,4238665,1822625.95,0,0,Crude Rate
Tennessee,2021-06-19,24,2020-21,2021,7030607,1827957.82,18,1,Crude Rate
Utah,2021-06-19,24,2020-21,2021,3376238,1215445.68,1,0.1,Crude Rate
California,2021-06-26,25,2020-21,2021,38886551,3499789.59,0,0,Crude Rate
Colorado,2021-06-26,25,2020-21,2021,5803748,2843836.52,3,0.1,Crude Rate
Connecticut,2021-06-26,25,2020-21,2021,3621089,869061.36,3,0.4,Crude Rate
Georgia,2021-06-26,25,2020-21,2021,10855454,4233627.0600000005,30,0.7,Crude Rate
Maryland,2021-06-26,25,2020-21,2021,6133130,2821239.8000000003,6,0.2,Crude Rate
Michigan,2021-06-26,25,2020-21,2021,10032075,1304169.75,4,0.3,Crude Rate
Minnesota,2021-06-26,25,2020-21,2021,5716548,3144101.4000000004,13,0.4,Crude Rate
New Mexico,2021-06-26,25,2020-21,2021,2100079,672025.28,0,0,Crude Rate
New York,2021-06-26,25,2020-21,2021,19657190,1769147.0999999999,2,0.1,Crude Rate
Oregon,2021-06-26,25,2020-21,2021,4238665,1822625.95,0,0,Crude Rate
Tennessee,2021-06-26,25,2020-21,2021,7030607,1827957.82,22,1.2,Crude Rate
Utah,2021-06-26,25,2020-21,2021,3376238,1215445.68,2,0.2,Crude Rate
California,2021-07-03,26,2020-21,2021,38886551,3499789.59,0,0,Crude Rate
Colorado,2021-07-03,26,2020-21,2021,5803748,2843836.52,3,0.1,Crude Rate
Connecticut,2021-07-03,26,2020-21,2021,3621089,869061.36,1,0.1,Crude Rate
Georgia,2021-07-03,26,2020-21,2021,10855454,4233627.0600000005,30,0.7,Crude Rate
Maryland,2021-07-03,26,2020-21,2021,6133130,2821239.8000000003,11,0.4,Crude Rate
Michigan,2021-07-03,26,2020-21,2021,10032075,1304169.75,1,0.1,Crude Rate
Minnesota,2021-07-03,26,2020-21,2021,5716548,3144101.4000000004,22,0.7,Crude Rate
New Mexico,2021-07-03,26,2020-21,2021,2100079,672025.28,2,0.3,Crude Rate
New York,2021-07-03,26,2020-21,2021,19657190,1769147.0999999999,4,0.2,Crude Rate
Oregon,2021-07-03,26,2020-21,2021,4238665,1822625.95,0,0,Crude Rate
Tennessee,2021-07-03,26,2020-21,2021,7030607,1827957.82,29,1.6,Crude Rate
Utah,2021-07-03,26,2020-21,2021,3376238,1215445.68,2,0.2,Crude Rate
California,2021-07-10,27,2020-21,2021,38886551,3499789.59,0,0,Crude Rate
Colorado,2021-07-10,27,2020-21,2021,5803748,2843836.52,6,0.2,Crude Rate
Connecticut,2021-07-10,27,2020-21,2021,3621089,869061.36,5,0.6,Crude Rate
