location,date,epiweek,epiyear,population,pop_served,count,weekly_rate
New Mexico,2022-05-07,18,2022,2100079,672025.28,0,0
New York,2022-05-07,18,2022,19657190,1769147.0999999999,2,0.1
Oregon,2022-05-07,18,2022,4238665,1822625.95,4,0.2
Tennessee,2022-05-07,18,2022,7030607,1827957.82,0,0
Utah,2022-05-07,18,2022,3376238,1215445.68,4,0.3
California,2022-05-14,19,2022,38886551,3499789.59,3,0.1
Colorado,2022-05-14,19,2022,5803748,2843836.52,6,0.2
Connecticut,2022-05-14,19,2022,3621089,869061.36,3,0.3
Georgia,2022-05-14,19,2022,10855454,4233627.0600000005,21,0.5
Maryland,2022-05-14,19,2022,6133130,2821239.8000000003,3,0.1
Michigan,2022-05-14,19,2022,10032075,1304169.75,0,0
Minnesota,2022-05-14,19,2022,5716548,3144101.4000000004,22,0.7
New Mexico,2022-05-14,19,2022,2100079,672025.28,0,0
New York,2022-05-14,19,2022,19657190,1769147.0999999999,2,0.1
Oregon,2022-05-14,19,2022,4238665,1822625.95,0,0
Tennessee,2022-05-14,19,2022,7030607,1827957.82,0,0
Utah,2022-05-14,19,2022,3376238,1215445.68,2,0.2
California,2022-05-21,20,2022,38886551,3499789.59,0,0
Colorado,2022-05-21,20,2022,5803748,2843836.52,9,0.3
Connecticut,2022-05-21,20,2022,3621089,869061.36,0,0
Georgia,2022-05-21,20,2022,10855454,4233627.0600000005,25,0.6
Maryland,2022-05-21,20,2022,6133130,2821239.8000000003,3,0.1
Michigan,2022-05-21,20,2022,10032075,1304169.75,0,0
Minnesota,2022-05-21,20,2022,5716548,3144101.4000000004,6,0.2
New Mexico,2022-05-21,20,2022,2100079,672025.28,0,0
New York,2022-05-21,20,2022,19657190,1769147.0999999999,2,0.1
Oregon,2022-05-21,20,2022,4238665,1822625.95,0,0
Tennessee,2022-05-21,20,2022,7030607,1827957.82,0,0
Utah,2022-05-21,20,2022,3376238,1215445.68,4,0.3
California,2022-05-28,21,2022,38886551,3499789.59,3,0.1
Colorado,2022-05-28,21,2022,5803748,2843836.52,3,0.1
Connecticut,2022-05-28,21,2022,3621089,869061.36,1,0.1
Georgia,2022-05-28,21,2022,10855454,4233627.0600000005,38,0.9
Maryland,2022-05-28,21,2022,6133130,2821239.8000000003,3,0.1
Michigan,2022-05-28,21,2022,10032075,1304169.75,0,0
Minnesota,2022-05-28,21,2022,5716548,3144101.4000000004,9,0.3
New Mexico,2022-05-28,21,2022,2100079,672025.28,0,0
New York,2022-05-28,21,2022,19657190,1769147.0999999999,2,0.1
Oregon,2022-05-28,21,2022,4238665,1822625.95,0,0
Tennessee,2022-05-28,21,2022,7030607,1827957.82,0,0
Utah,2022-05-28,21,2022,3376238,1215445.68,0,0
California,2022-06-04,22,2022,38886551,3499789.59,0,0
Colorado,2022-06-04,22,2022,5803748,2843836.52,9,0.3
Connecticut,2022-06-04,22,2022,3621089,869061.36,3,0.3
Georgia,2022-06-04,22,2022,10855454,4233627.0600000005,30,0.7
Maryland,2022-06-04,22,2022,6133130,2821239.8000000003,3,0.1
Michigan,2022-06-04,22,2022,10032075,1304169.75,0,0
Minnesota,2022-06-04,22,2022,5716548,3144101.4000000004,16,0.5
New Mexico,2022-06-04,22,2022,2100079,672025.28,0,0
New York,2022-06-04,22,2022,19657190,1769147.0999999999,7,0.4
Oregon,2022-06-04,22,2022,4238665,1822625.95,0,0
Tennessee,2022-06-04,22,2022,7030607,1827957.82,0,0
Utah,2022-06-04,22,2022,3376238,1215445.68,0,0
California,2022-06-11,23,2022,38886551,3499789.59,3,0.1
Colorado,2022-06-11,23,2022,5803748,2843836.52,9,0.3
Connecticut,2022-06-11,23,2022,3621089,869061.36,3,0.3
Georgia,2022-06-11,23,2022,10855454,4233627.0600000005,34,0.8
Maryland,2022-06-11,23,2022,6133130,2821239.8000000003,3,0.1
Michigan,2022-06-11,23,2022,10032075,1304169.75,0,0
Minnesota,2022-06-11,23,2022,5716548,3144101.4000000004,13,0.4
New Mexico,2022-06-11,23,2022,2100079,672025.28,0,0
New York,2022-06-11,23,2022,19657190,1769147.0999999999,4,0.2
Oregon,2022-06-11,23,2022,4238665,1822625.95,0,0
Tennessee,2022-06-11,23,2022,7030607,1827957.82,0,0
Utah,2022-06-11,23,2022,3376238,1215445.68,0,0
California,2022-06-18,24,2022,38886551,3499789.59,3,0.1
Colorado,2022-06-18,24,2022,5803748,2843836.52,3,0.1
Connecticut,2022-06-18,24,2022,3621089,869061.36,3,0.4
Georgia,2022-06-18,24,2022,10855454,4233627.0600000005,55,1.3
Maryland,2022-06-18,24,2022,6133130,2821239.8000000003,6,0.2
Michigan,2022-06-18,24,2022,10032075,1304169.75,0,0
Minnesota,2022-06-18,24,2022,5716548,3144101.4000000004,19,0.6
New Mexico,2022-06-18,24,2022,2100079,672025.28,0,0
New York,2022-06-18,24,2022,19657190,1769147.0999999999,4,0.2
Oregon,2022-06-18,24,2022,4238665,1822625.95,0,0
Tennessee,2022-06-18,24,2022,7030607,1827957.82,2,0.1
Utah,2022-06-18,24,2022,3376238,1215445.68,1,0.1
California,2022-06-25,25,2022,38886551,3499789.59,0,0
Colorado,2022-06-25,25,2022,5803748,2843836.52,9,0.3
Connecticut,2022-06-25,25,2022,3621089,869061.36,3,0.4
Georgia,2022-06-25,25,2022,10855454,4233627.0600000005,47,1.1
Maryland,2022-06-25,25,2022,6133130,2821239.8000000003,6,0.2
Michigan,2022-06-25,25,2022,10032075,1304169.75,0,0
Minnesota,2022-06-25,25,2022,5716548,3144101.4000000004,22,0.7
New Mexico,2022-06-25,25,2022,2100079,672025.28,0,0
New York,2022-06-25,25,2022,19657190,1769147.0999999999,4,0.2
Oregon,2022-06-25,25,2022,4238665,1822625.95,0,0
Tennessee,2022-06-25,25,2022,7030607,1827957.82,0,0
Utah,2022-06-25,25,2022,3376238,1215445.68,1,0.1
California,2022-07-02,26,2022,38886551,3499789.59,3,0.1
Colorado,2022-07-02,26,2022,5803748,2843836.52,3,0.1
Connecticut,2022-07-02,26,2022,3621089,869061.36,3,0.3
Georgia,2022-07-02,26,2022,10855454,4233627.0600000005,34,0.8
Maryland,2022-07-02,26,2022,6133130,2821239.8000000003,6,0.2
Michigan,2022-07-02,26,2022,10032075,1304169.75,0,0
Minnesota,2022-07-02,26,2022,5716548,3144101.4000000004,9,0.3
New Mexico,2022-07-02,26,2022,2100079,672025.28,0,0
New York,2022-07-02,26,2022,19657190,1769147.0999999999,4,0.2
Oregon,2022-07-02,26,2022,4238665,1822625.95,2,0.1
Tennessee,2022-07-02,26,2022,7030607,1827957.82,2,0.1
Utah,2022-07-02,26,2022,3376238,1215445.68,0,0
California,2022-07-09,27,2022,38886551,3499789.59,3,0.1
Colorado,2022-07-09,27,2022,5803748,2843836.52,3,0.1
Connecticut,2022-07-09,27,2022,3621089,869061.36,1,0.1
Georgia,2022-07-09,27,2022,10855454,4233627.0600000005,47,1.1
Maryland,2022-07-09,27,2022,6133130,2821239.8000000003,8,0.3
Michigan,2022-07-09,27,2022,10032075,1304169.75,3,0.2
Minnesota,2022-07-09,27,2022,5716548,3144101.4000000004,13,0.4
New Mexico,2022-07-09,27,2022,2100079,672025.28,0,0
New York,2022-07-09,27,2022,19657190,1769147.0999999999,4,0.2
Oregon,2022-07-09,27,2022,4238665,1822625.95,5,0.3
Tennessee,2022-07-09,27,2022,7030607,1827957.82,4,0.2
Utah,2022-07-09,27,2022,3376238,1215445.68,0,0
California,2022-07-16,28,2022,38886551,3499789.59,0,0
Colorado,2022-07-16,28,2022,5803748,2843836.52,6,0.2
Connecticut,2022-07-16,28,2022,3621089,869061.36,3,0.4
Georgia,2022-07-16,28,2022,10855454,4233627.0600000005,55,1.3
Maryland,2022-07-16,28,2022,6133130,2821239.8000000003,8,0.3
Michigan,2022-07-16,28,2022,10032075,1304169.75,3,0.2
Minnesota,2022-07-16,28,2022,5716548,3144101.4000000004,6,0.2
New Mexico,2022-07-16,28,2022,2100079,672025.28,1,0.1
New York,2022-07-16,28,2022,19657190,1769147.0999999999,2,0.1
Oregon,2022-07-16,28,2022,4238665,1822625.95,2,0.1
Tennessee,2022-07-16,28,2022,7030607,1827957.82,13,0.7
Utah,2022-07-16,28,2022,3376238,1215445.68,1,0.1
California,2022-07-23,29,2022,38886551,3499789.59,3,0.1
Colorado,2022-07-23,29,2022,5803748,2843836.52,6,0.2
Connecticut,2022-07-23,29,2022,3621089,869061.36,8,0.9
Georgia,2022-07-23,29,2022,10855454,4233627.0600000005,47,1.1
Maryland,2022-07-23,29,2022,6133130,2821239.8000000003,11,0.4
Michigan,2022-07-23,29,2022,10032075,1304169.75,1,0.1
Minnesota,2022-07-23,29,2022,5716548,3144101.4000000004,16,0.5
New Mexico,2022-07-23,29,2022,2100079,672025.28,1,0.1
New York,2022-07-23,29,2022,19657190,1769147.0999999999,4,0.2
Oregon,2022-07-23,29,2022,4238665,1822625.95,5,0.3
Tennessee,2022-07-23,29,2022,7030607,1827957.82,13,0.7
Utah,2022-07-23,29,2022,3376238,1215445.68,1,0.1
California,2022-07-30,30,2022,38886551,3499789.59,3,0.1
Colorado,2022-07-30,30,2022,5803748,2843836.52,6,0.2
Connecticut,2022-07-30,30,2022,3621089,869061.36,5,0.6
Georgia,2022-07-30,30,2022,10855454,4233627.0600000005,51,1.2
Maryland,2022-07-30,30,2022,6133130,2821239.8000000003,8,0.3
Michigan,2022-07-30,30,2022,10032075,1304169.75,3,0.2
Minnesota,2022-07-30,30,2022,5716548,3144101.4000000004,9,0.3
New Mexico,2022-07-30,30,2022,2100079,672025.28,1,0.1
New York,2022-07-30,30,2022,19657190,1769147.0999999999,5,0.3
Oregon,2022-07-30,30,2022,4238665,1822625.95,0,0
Tennessee,2022-07-30,30,2022,7030607,1827957.82,5,0.3
Utah,2022-07-30,30,2022,3376238,1215445.68,4,0.3
California,2022-08-06,31,2022,38886551,3499789.59,7,0.2
Colorado,2022-08-06,31,2022,5803748,2843836.52,9,0.3
Connecticut,2022-08-06,31,2022,3621089,869061.36,9,1
Georgia,2022-08-06,31,2022,10855454,4233627.0600000005,42,1
Maryland,2022-08-06,31,2022,6133130,2821239.8000000003,8,0.3
Michigan,2022-08-06,31,2022,10032075,1304169.75,1,0.1
Minnesota,2022-08-06,31,2022,5716548,3144101.4000000004,13,0.4
New Mexico,2022-08-06,31,2022,2100079,672025.28,1,0.1
New York,2022-08-06,31,2022,19657190,1769147.0999999999,5,0.3
Oregon,2022-08-06,31,2022,4238665,1822625.95,2,0.1
Tennessee,2022-08-06,31,2022,7030607,1827957.82,11,0.6
Utah,2022-08-06,31,2022,3376238,1215445.68,2,0.2
California,2022-08-13,32,2022,38886551,3499789.59,3,0.1
Colorado,2022-08-13,32,2022,5803748,2843836.52,9,0.3
Connecticut,2022-08-13,32,2022,3621089,869061.36,4,0.5
Georgia,2022-08-13,32,2022,10855454,4233627.0600000005,47,1.1
Maryland,2022-08-13,32,2022,6133130,2821239.8000000003,8,0.3
Michigan,2022-08-13,32,2022,10032075,1304169.75,3,0.2
Minnesota,2022-08-13,32,2022,5716548,3144101.4000000004,6,0.2
New Mexico,2022-08-13,32,2022,2100079,672025.28,3,0.4
New York,2022-08-13,32,2022,19657190,1769147.0999999999,2,0.1
Oregon,2022-08-13,32,2022,4238665,1822625.95,2,0.1
Tennessee,2022-08-13,32,2022,7030607,1827957.82,9,0.5
Utah,2022-08-13,32,2022,3376238,1215445.68,2,0.2
California,2022-08-20,33,2022,38886551,3499789.59,3,0.1
Colorado,2022-08-20,33,2022,5803748,2843836.52,9,0.3
Connecticut,2022-08-20,33,2022,3621089,869061.36,5,0.6
Georgia,2022-08-20,33,2022,10855454,4233627.0600000005,55,1.3
Maryland,2022-08-20,33,2022,6133130,2821239.8000000003,11,0.4
Michigan,2022-08-20,33,2022,10032075,1304169.75,3,0.2
Minnesota,2022-08-20,33,2022,5716548,3144101.4000000004,9,0.3
New Mexico,2022-08-20,33,2022,2100079,672025.28,5,0.7
New York,2022-08-20,33,2022,19657190,1769147.0999999999,2,0.1
Oregon,2022-08-20,33,2022,4238665,1822625.95,2,0.1
Tennessee,2022-08-20,33,2022,7030607,1827957.82,11,0.6
Utah,2022-08-20,33,2022,3376238,1215445.68,6,0.5
California,2022-08-27,34,2022,38886551,3499789.59,7,0.2
Colorado,2022-08-27,34,2022,5803748,2843836.52,3,0.1
Connecticut,2022-08-27,34,2022,3621089,869061.36,7,0.8
Georgia,2022-08-27,34,2022,10855454,4233627.0600000005,64,1.5
Maryland,2022-08-27,34,2022,6133130,2821239.8000000003,11,0.4
Michigan,2022-08-27,34,2022,10032075,1304169.75,3,0.2
Minnesota,2022-08-27,34,2022,5716548,3144101.4000000004,13,0.4
New Mexico,2022-08-27,34,2022,2100079,672025.28,2,0.3
New York,2022-08-27,34,2022,19657190,1769147.0999999999,9,0.5
Oregon,2022-08-27,34,2022,4238665,1822625.95,4,0.2
Tennessee,2022-08-27,34,2022,7030607,1827957.82,13,0.7
Utah,2022-08-27,34,2022,3376238,1215445.68,0,0
California,2022-09-03,35,2022,38886551,3499789.59,3,0.1
Colorado,2022-09-03,35,2022,5803748,2843836.52,6,0.2
Connecticut,2022-09-03,35,2022,3621089,869061.36,8,0.9
Georgia,2022-09-03,35,2022,10855454,4233627.0600000005,76,1.8
Maryland,2022-09-03,35,2022,6133130,2821239.8000000003,8,0.3
Michigan,2022-09-03,35,2022,10032075,1304169.75,1,0.1
Minnesota,2022-09-03,35,2022,5716548,3144101.4000000004,16,0.5
New Mexico,2022-09-03,35,2022,2100079,672025.28,3,0.4
New York,2022-09-03,35,2022,19657190,1769147.0999999999,7,0.4
Oregon,2022-09-03,35,2022,4238665,1822625.95,2,0.1
Tennessee,2022-09-03,35,2022,7030607,1827957.82,9,0.5
Utah,2022-09-03,35,2022,3376238,1215445.68,2,0.2
California,2022-09-10,36,2022,38886551,3499789.59,7,0.2
Colorado,2022-09-10,36,2022,5803748,2843836.52,6,0.2
Connecticut,2022-09-10,36,2022,3621089,869061.36,5,0.6
Georgia,2022-09-10,36,2022,10855454,4233627.0600000005,85,2
Maryland,2022-09-10,36,2022,6133130,2821239.8000000003,11,0.4
Michigan,2022-09-10,36,2022,10032075,1304169.75,5,0.4
Minnesota,2022-09-10,36,2022,5716548,3144101.4000000004,13,0.4
New Mexico,2022-09-10,36,2022,2100079,672025.28,5,0.7
New York,2022-09-10,36,2022,19657190,1769147.0999999999,7,0.4
Oregon,2022-09-10,36,2022,4238665,1822625.95,2,0.1
Tennessee,2022-09-10,36,2022,7030607,1827957.82,16,0.9
Utah,2022-09-10,36,2022,3376238,1215445.68,0,0
California,2022-09-17,37,2022,38886551,3499789.59,7,0.2
Colorado,2022-09-17,37,2022,5803748,2843836.52,14,0.5
Connecticut,2022-09-17,37,2022,3621089,869061.36,3,0.4
Georgia,2022-09-17,37,2022,10855454,4233627.0600000005,123,2.9
Maryland,2022-09-17,37,2022,6133130,2821239.8000000003,17,0.6
Michigan,2022-09-17,37,2022,10032075,1304169.75,5,0.4
Minnesota,2022-09-17,37,2022,5716548,3144101.4000000004,35,1.1
New Mexico,2022-09-17,37,2022,2100079,672025.28,2,0.3
New York,2022-09-17,37,2022,19657190,1769147.0999999999,11,0.6
Oregon,2022-09-17,37,2022,4238665,1822625.95,2,0.1
Tennessee,2022-09-17,37,2022,7030607,1827957.82,15,0.8
Utah,2022-09-17,37,2022,3376238,1215445.68,4,0.3
California,2022-09-24,38,2022,38886551,3499789.59,10,0.3
Colorado,2022-09-24,38,2022,5803748,2843836.52,23,0.8
Connecticut,2022-09-24,38,2022,3621089,869061.36,11,1.3
Georgia,2022-09-24,38,2022,10855454,4233627.0600000005,102,2.4
Maryland,2022-09-24,38,2022,6133130,2821239.8000000003,17,0.6
Michigan,2022-09-24,38,2022,10032075,1304169.75,13,1
Minnesota,2022-09-24,38,2022,5716548,3144101.4000000004,44,1.4
New Mexico,2022-09-24,38,2022,2100079,672025.28,5,0.7
New York,2022-09-24,38,2022,19657190,1769147.0999999999,14,0.8
Oregon,2022-09-24,38,2022,4238665,1822625.95,4,0.2
Tennessee,2022-09-24,38,2022,7030607,1827957.82,22,1.2
Utah,2022-09-24,38,2022,3376238,1215445.68,6,0.5
California,2022-10-01,39,2022,38886551,3499789.59,21,0.6
Colorado,2022-10-01,39,2022,5803748,2843836.52,26,0.9
Connecticut,2022-10-01,39,2022,3621089,869061.36,9,1
Georgia,2022-10-01,39,2022,10855454,4233627.0600000005,110,2.6
Maryland,2022-10-01,39,2022,6133130,2821239.8000000003,23,0.8
Michigan,2022-10-01,39,2022,10032075,1304169.75,22,1.7
Minnesota,2022-10-01,39,2022,5716548,3144101.4000000004,50,1.6
New Mexico,2022-10-01,39,2022,2100079,672025.28,5,0.7
New York,2022-10-01,39,2022,19657190,1769147.0999999999,25,1.4
Oregon,2022-10-01,39,2022,4238665,1822625.95,0,0
Tennessee,2022-10-01,39,2022,7030607,1827957.82,20,1.1
Utah,2022-10-01,39,2022,3376238,1215445.68,9,0.7
California,2022-10-08,40,2022,38886551,3499789.59,14,0.4
Colorado,2022-10-08,40,2022,5803748,2843836.52,48,1.7
Connecticut,2022-10-08,40,2022,3621089,869061.36,18,2.1
Georgia,2022-10-08,40,2022,10855454,4233627.0600000005,102,2.4
Maryland,2022-10-08,40,2022,6133130,2821239.8000000003,42,1.5
Michigan,2022-10-08,40,2022,10032075,1304169.75,30,2.3
Minnesota,2022-10-08,40,2022,5716548,3144101.4000000004,66,2.1
New Mexico,2022-10-08,40,2022,2100079,672025.28,11,1.6
New York,2022-10-08,40,2022,19657190,1769147.0999999999,32,1.8
Oregon,2022-10-08,40,2022,4238665,1822625.95,5,0.3
Tennessee,2022-10-08,40,2022,7030607,1827957.82,22,1.2
Utah,2022-10-08,40,2022,3376238,1215445.68,10,0.8
California,2022-10-15,41,2022,38886551,3499789.59,31,0.9
Colorado,2022-10-15,41,2022,5803748,2843836.52,68,2.4
Connecticut,2022-10-15,41,2022,3621089,869061.36,36,4.1
Georgia,2022-10-15,41,2022,10855454,4233627.0600000005,102,2.4
Maryland,2022-10-15,41,2022,6133130,2821239.8000000003,104,3.7
Michigan,2022-10-15,41,2022,10032075,1304169.75,50,3.8
Minnesota,2022-10-15,41,2022,5716548,3144101.4000000004,110,3.5
New Mexico,2022-10-15,41,2022,2100079,672025.28,18,2.7
New York,2022-10-15,41,2022,19657190,1769147.0999999999,65,3.7
Oregon,2022-10-15,41,2022,4238665,1822625.95,9,0.5
Tennessee,2022-10-15,41,2022,7030607,1827957.82,44,2.4
Utah,2022-10-15,41,2022,3376238,1215445.68,12,1
California,2022-10-22,42,2022,38886551,3499789.59,49,1.4
Colorado,2022-10-22,42,2022,5803748,2843836.52,119,4.2
Connecticut,2022-10-22,42,2022,3621089,869061.36,35,4
Georgia,2022-10-22,42,2022,10855454,4233627.0600000005,76,1.8
Maryland,2022-10-22,42,2022,6133130,2821239.8000000003,107,3.8
Michigan,2022-10-22,42,2022,10032075,1304169.75,53,4.1
Minnesota,2022-10-22,42,2022,5716548,3144101.4000000004,119,3.8
New Mexico,2022-10-22,42,2022,2100079,672025.28,28,4.2
New York,2022-10-22,42,2022,19657190,1769147.0999999999,69,3.9
Oregon,2022-10-22,42,2022,4238665,1822625.95,13,0.7
Tennessee,2022-10-22,42,2022,7030607,1827957.82,37,2
Utah,2022-10-22,42,2022,3376238,1215445.68,21,1.7
California,2022-10-29,43,2022,38886551,3499789.59,42,1.2
Colorado,2022-10-29,43,2022,5803748,2843836.52,131,4.6
Connecticut,2022-10-29,43,2022,3621089,869061.36,46,5.3
Georgia,2022-10-29,43,2022,10855454,4233627.0600000005,68,1.6
Maryland,2022-10-29,43,2022,6133130,2821239.8000000003,141,5
Michigan,2022-10-29,43,2022,10032075,1304169.75,86,6.6
Minnesota,2022-10-29,43,2022,5716548,3144101.4000000004,173,5.5
New Mexico,2022-10-29,43,2022,2100079,672025.28,53,7.9
New York,2022-10-29,43,2022,19657190,1769147.0999999999,106,6
Oregon,2022-10-29,43,2022,4238665,1822625.95,13,0.7
Tennessee,2022-10-29,43,2022,7030607,1827957.82,37,2
Utah,2022-10-29,43,2022,3376238,1215445.68,39,3.2
California,2022-11-05,44,2022,38886551,3499789.59,59,1.7
Colorado,2022-11-05,44,2022,5803748,2843836.52,196,6.9
Connecticut,2022-11-05,44,2022,3621089,869061.36,44,5.1
Georgia,2022-11-05,44,2022,10855454,4233627.0600000005,68,1.6
Maryland,2022-11-05,44,2022,6133130,2821239.8000000003,147,5.2
Michigan,2022-11-05,44,2022,10032075,1304169.75,127,9.7
Minnesota,2022-11-05,44,2022,5716548,3144101.4000000004,173,5.5
New Mexico,2022-11-05,44,2022,2100079,672025.28,87,12.9
New York,2022-11-05,44,2022,19657190,1769147.0999999999,145,8.2
Oregon,2022-11-05,44,2022,4238665,1822625.95,42,2.3
Tennessee,2022-11-05,44,2022,7030607,1827957.82,33,1.8
Utah,2022-11-05,44,2022,3376238,1215445.68,63,5.2
California,2022-11-12,45,2022,38886551,3499789.59,112,3.2
Colorado,2022-11-12,45,2022,5803748,2843836.52,327,11.5
Connecticut,2022-11-12,45,2022,3621089,869061.36,48,5.5
Georgia,2022-11-12,45,2022,10855454,4233627.0600000005,51,1.2
Maryland,2022-11-12,45,2022,6133130,2821239.8000000003,130,4.6
Michigan,2022-11-12,45,2022,10032075,1304169.75,103,7.9
Minnesota,2022-11-12,45,2022,5716548,3144101.4000000004,182,5.8
New Mexico,2022-11-12,45,2022,2100079,672025.28,98,14.6
New York,2022-11-12,45,2022,19657190,1769147.0999999999,143,8.1
Oregon,2022-11-12,45,2022,4238665,1822625.95,33,1.8
Tennessee,2022-11-12,45,2022,7030607,1827957.82,24,1.3
Utah,2022-11-12,45,2022,3376238,1215445.68,85,7
California,2022-11-19,46,2022,38886551,3499789.59,94,2.7
Colorado,2022-11-19,46,2022,5803748,2843836.52,290,10.2
Connecticut,2022-11-19,46,2022,3621089,869061.36,30,3.4
Georgia,2022-11-19,46,2022,10855454,4233627.0600000005,34,0.8
Maryland,2022-11-19,46,2022,6133130,2821239.8000000003,116,4.1
Michigan,2022-11-19,46,2022,10032075,1304169.75,102,7.8
Minnesota,2022-11-19,46,2022,5716548,3144101.4000000004,154,4.9
New Mexico,2022-11-19,46,2022,2100079,672025.28,111,16.5
New York,2022-11-19,46,2022,19657190,1769147.0999999999,120,6.8
Oregon,2022-11-19,46,2022,4238665,1822625.95,64,3.5
Tennessee,2022-11-19,46,2022,7030607,1827957.82,18,1
Utah,2022-11-19,46,2022,3376238,1215445.68,84,6.9
California,2022-11-26,47,2022,38886551,3499789.59,94,2.7
Colorado,2022-11-26,47,2022,5803748,2843836.52,293,10.3
Connecticut,2022-11-26,47,2022,3621089,869061.36,35,4
Georgia,2022-11-26,47,2022,10855454,4233627.0600000005,30,0.7
Maryland,2022-11-26,47,2022,6133130,2821239.8000000003,90,3.2
Michigan,2022-11-26,47,2022,10032075,1304169.75,61,4.7
Minnesota,2022-11-26,47,2022,5716548,3144101.4000000004,119,3.8
New Mexico,2022-11-26,47,2022,2100079,672025.28,85,12.6
New York,2022-11-26,47,2022,19657190,1769147.0999999999,69,3.9
Oregon,2022-11-26,47,2022,4238665,1822625.95,58,3.2
Tennessee,2022-11-26,47,2022,7030607,1827957.82,13,0.7
Utah,2022-11-26,47,2022,3376238,1215445.68,118,9.7
California,2022-12-03,48,2022,38886551,3499789.59,108,3.1
Colorado,2022-12-03,48,2022,5803748,2843836.52,250,8.8
Connecticut,2022-12-03,48,2022,3621089,869061.36,29,3.3
Georgia,2022-12-03,48,2022,10855454,4233627.0600000005,51,1.2
Maryland,2022-12-03,48,2022,6133130,2821239.8000000003,82,2.9
Michigan,2022-12-03,48,2022,10032075,1304169.75,68,5.2
Minnesota,2022-12-03,48,2022,5716548,3144101.4000000004,129,4.1
New Mexico,2022-12-03,48,2022,2100079,672025.28,77,11.4
New York,2022-12-03,48,2022,19657190,1769147.0999999999,92,5.2
Oregon,2022-12-03,48,2022,4238665,1822625.95,84,4.6
Tennessee,2022-12-03,48,2022,7030607,1827957.82,18,1
Utah,2022-12-03,48,2022,3376238,1215445.68,118,9.7
California,2022-12-10,49,2022,38886551,3499789.59,101,2.9
Colorado,2022-12-10,49,2022,5803748,2843836.52,185,6.5
Connecticut,2022-12-10,49,2022,3621089,869061.36,23,2.7
Georgia,2022-12-10,49,2022,10855454,4233627.0600000005,64,1.5
Maryland,2022-12-10,49,2022,6133130,2821239.8000000003,68,2.4
Michigan,2022-12-10,49,2022,10032075,1304169.75,44,3.4
Minnesota,2022-12-10,49,2022,5716548,3144101.4000000004,104,3.3
New Mexico,2022-12-10,49,2022,2100079,672025.28,47,7
New York,2022-12-10,49,2022,19657190,1769147.0999999999,69,3.9
Oregon,2022-12-10,49,2022,4238665,1822625.95,67,3.7
Tennessee,2022-12-10,49,2022,7030607,1827957.82,15,0.8
Utah,2022-12-10,49,2022,3376238,1215445.68,92,7.6
California,2022-12-17,50,2022,38886551,3499789.59,80,2.3
Colorado,2022-12-17,50,2022,5803748,2843836.52,145,5.1
Connecticut,2022-12-17,50,2022,3621089,869061.36,18,2.1
Georgia,2022-12-17,50,2022,10855454,4233627.0600000005,38,0.9
Maryland,2022-12-17,50,2022,6133130,2821239.8000000003,54,1.9
Michigan,2022-12-17,50,2022,10032075,1304169.75,40,3.1
Minnesota,2022-12-17,50,2022,5716548,3144101.4000000004,97,3.1
New Mexico,2022-12-17,50,2022,2100079,672025.28,22,3.3
New York,2022-12-17,50,2022,19657190,1769147.0999999999,46,2.6
Oregon,2022-12-17,50,2022,4238665,1822625.95,53,2.9
Tennessee,2022-12-17,50,2022,7030607,1827957.82,11,0.6
Utah,2022-12-17,50,2022,3376238,1215445.68,67,5.5
California,2022-12-24,51,2022,38886551,3499789.59,70,2
Colorado,2022-12-24,51,2022,5803748,2843836.52,88,3.1
Connecticut,2022-12-24,51,2022,3621089,869061.36,9,1
Georgia,2022-12-24,51,2022,10855454,4233627.0600000005,25,0.6
Maryland,2022-12-24,51,2022,6133130,2821239.8000000003,28,1
Michigan,2022-12-24,51,2022,10032075,1304169.75,29,2.2
Minnesota,2022-12-24,51,2022,5716548,3144101.4000000004,63,2
New Mexico,2022-12-24,51,2022,2100079,672025.28,16,2.4
New York,2022-12-24,51,2022,19657190,1769147.0999999999,32,1.8
Oregon,2022-12-24,51,2022,4238665,1822625.95,42,2.3
Tennessee,2022-12-24,51,2022,7030607,1827957.82,11,0.6
Utah,2022-12-24,51,2022,3376238,1215445.68,45,3.7
California,2022-12-31,52,2022,38886551,3499789.59,63,1.8
Colorado,2022-12-31,52,2022,5803748,2843836.52,74,2.6
Connecticut,2022-12-31,52,2022,3621089,869061.36,14,1.6
Georgia,2022-12-31,52,2022,10855454,4233627.0600000005,13,0.3
Maryland,2022-12-31,52,2022,6133130,2821239.8000000003,23,0.8
Michigan,2022-12-31,52,2022,10032075,1304169.75,21,1.6
Minnesota,2022-12-31,52,2022,5716548,3144101.4000000004,66,2.1
New Mexico,2022-12-31,52,2022,2100079,672025.28,14,2.1
New York,2022-12-31,52,2022,19657190,1769147.0999999999,34,1.9
Oregon,2022-12-31,52,2022,4238665,1822625.95,42,2.3
Tennessee,2022-12-31,52,2022,7030607,1827957.82,15,0.8
Utah,2022-12-31,52,2022,3376238,1215445.68,56,4.6
California,2023-01-07,1,2023,38886551,3499789.59,59,1.7
Colorado,2023-01-07,1,2023,5803748,2843836.52,68,2.4
Connecticut,2023-01-07,1,2023,3621089,869061.36,10,1.2
Georgia,2023-01-07,1,2023,10855454,4233627.0600000005,34,0.8
Maryland,2023-01-07,1,2023,6133130,2821239.8000000003,31,1.1
