location,location_number,date,count,disease
Wisconsin,55,2021-11-20,5,flu
Wyoming,56,2021-11-20,4,flu
Alabama,1,2021-11-27,19,flu
Alaska,2,2021-11-27,0,flu
Arizona,4,2021-11-27,19,flu
Arkansas,5,2021-11-27,6,flu
California,6,2021-11-27,28,flu
Colorado,8,2021-11-27,4,flu
Connecticut,9,2021-11-27,3,flu
Delaware,10,2021-11-27,5,flu
District of Columbia,11,2021-11-27,1,flu
Florida,12,2021-11-27,81,flu
Georgia,13,2021-11-27,18,flu
Hawaii,15,2021-11-27,1,flu
Idaho,16,2021-11-27,2,flu
Illinois,17,2021-11-27,8,flu
Indiana,18,2021-11-27,18,flu
Iowa,19,2021-11-27,2,flu
Kansas,20,2021-11-27,4,flu
Kentucky,21,2021-11-27,7,flu
Louisiana,22,2021-11-27,6,flu
Maine,23,2021-11-27,0,flu
Maryland,24,2021-11-27,5,flu
Massachusetts,25,2021-11-27,7,flu
Michigan,26,2021-11-27,27,flu
Minnesota,27,2021-11-27,2,flu
Mississippi,28,2021-11-27,14,flu
Missouri,29,2021-11-27,15,flu
Montana,30,2021-11-27,0,flu
Nebraska,31,2021-11-27,3,flu
Nevada,32,2021-11-27,9,flu
New Hampshire,33,2021-11-27,2,flu
New Jersey,34,2021-11-27,22,flu
New Mexico,35,2021-11-27,1,flu
New York,36,2021-11-27,24,flu
North Carolina,37,2021-11-27,19,flu
North Dakota,38,2021-11-27,3,flu
Ohio,39,2021-11-27,14,flu
Oklahoma,40,2021-11-27,18,flu
Oregon,41,2021-11-27,6,flu
Pennsylvania,42,2021-11-27,33,flu
Puerto Rico,72,2021-11-27,36,flu
Rhode Island,44,2021-11-27,0,flu
South Carolina,45,2021-11-27,8,flu
South Dakota,46,2021-11-27,2,flu
Tennessee,47,2021-11-27,19,flu
Texas,48,2021-11-27,43,flu
US,NA,2021-11-27,607,flu
Utah,49,2021-11-27,0,flu
Vermont,50,2021-11-27,0,flu
Virginia,51,2021-11-27,28,flu
Washington,53,2021-11-27,0,flu
West Virginia,54,2021-11-27,7,flu
Wisconsin,55,2021-11-27,7,flu
Wyoming,56,2021-11-27,1,flu
Alabama,1,2021-12-04,32,flu
Alaska,2,2021-12-04,0,flu
Arizona,4,2021-12-04,32,flu
Arkansas,5,2021-12-04,17,flu
California,6,2021-12-04,51,flu
Colorado,8,2021-12-04,17,flu
Connecticut,9,2021-12-04,13,flu
Delaware,10,2021-12-04,9,flu
District of Columbia,11,2021-12-04,1,flu
Florida,12,2021-12-04,84,flu
Georgia,13,2021-12-04,40,flu
Hawaii,15,2021-12-04,0,flu
Idaho,16,2021-12-04,0,flu
Illinois,17,2021-12-04,18,flu
Indiana,18,2021-12-04,32,flu
Iowa,19,2021-12-04,1,flu
Kansas,20,2021-12-04,5,flu
Kentucky,21,2021-12-04,4,flu
Louisiana,22,2021-12-04,16,flu
Maine,23,2021-12-04,6,flu
Maryland,24,2021-12-04,9,flu
Massachusetts,25,2021-12-04,26,flu
Michigan,26,2021-12-04,23,flu
Minnesota,27,2021-12-04,14,flu
Mississippi,28,2021-12-04,25,flu
Missouri,29,2021-12-04,28,flu
Montana,30,2021-12-04,0,flu
Nebraska,31,2021-12-04,18,flu
Nevada,32,2021-12-04,6,flu
New Hampshire,33,2021-12-04,1,flu
New Jersey,34,2021-12-04,38,flu
New Mexico,35,2021-12-04,8,flu
New York,36,2021-12-04,41,flu
North Carolina,37,2021-12-04,24,flu
North Dakota,38,2021-12-04,8,flu
Ohio,39,2021-12-04,44,flu
Oklahoma,40,2021-12-04,19,flu
Oregon,41,2021-12-04,4,flu
Pennsylvania,42,2021-12-04,58,flu
Puerto Rico,72,2021-12-04,28,flu
Rhode Island,44,2021-12-04,3,flu
South Carolina,45,2021-12-04,16,flu
South Dakota,46,2021-12-04,5,flu
Tennessee,47,2021-12-04,25,flu
Texas,48,2021-12-04,63,flu
US,NA,2021-12-04,991,flu
Utah,49,2021-12-04,5,flu
Vermont,50,2021-12-04,1,flu
Virginia,51,2021-12-04,39,flu
Washington,53,2021-12-04,1,flu
West Virginia,54,2021-12-04,12,flu
Wisconsin,55,2021-12-04,18,flu
Wyoming,56,2021-12-04,3,flu
Alabama,1,2021-12-11,21,flu
Alaska,2,2021-12-11,0,flu
Arizona,4,2021-12-11,30,flu
Arkansas,5,2021-12-11,14,flu
California,6,2021-12-11,66,flu
Colorado,8,2021-12-11,28,flu
Connecticut,9,2021-12-11,14,flu
Delaware,10,2021-12-11,8,flu
District of Columbia,11,2021-12-11,2,flu
Florida,12,2021-12-11,96,flu
Georgia,13,2021-12-11,51,flu
Hawaii,15,2021-12-11,0,flu
Idaho,16,2021-12-11,1,flu
Illinois,17,2021-12-11,26,flu
Indiana,18,2021-12-11,34,flu
Iowa,19,2021-12-11,3,flu
Kansas,20,2021-12-11,8,flu
Kentucky,21,2021-12-11,6,flu
Louisiana,22,2021-12-11,30,flu
Maine,23,2021-12-11,2,flu
Maryland,24,2021-12-11,4,flu
Massachusetts,25,2021-12-11,22,flu
Michigan,26,2021-12-11,57,flu
Minnesota,27,2021-12-11,25,flu
Mississippi,28,2021-12-11,11,flu
Missouri,29,2021-12-11,41,flu
Montana,30,2021-12-11,1,flu
Nebraska,31,2021-12-11,21,flu
Nevada,32,2021-12-11,5,flu
New Hampshire,33,2021-12-11,5,flu
New Jersey,34,2021-12-11,49,flu
New Mexico,35,2021-12-11,0,flu
New York,36,2021-12-11,80,flu
North Carolina,37,2021-12-11,38,flu
North Dakota,38,2021-12-11,4,flu
Ohio,39,2021-12-11,44,flu
Oklahoma,40,2021-12-11,34,flu
Oregon,41,2021-12-11,5,flu
Pennsylvania,42,2021-12-11,82,flu
Puerto Rico,72,2021-12-11,24,flu
Rhode Island,44,2021-12-11,1,flu
South Carolina,45,2021-12-11,20,flu
South Dakota,46,2021-12-11,6,flu
Tennessee,47,2021-12-11,37,flu
Texas,48,2021-12-11,62,flu
US,NA,2021-12-11,1186,flu
Utah,49,2021-12-11,2,flu
Vermont,50,2021-12-11,0,flu
Virginia,51,2021-12-11,44,flu
Washington,53,2021-12-11,1,flu
West Virginia,54,2021-12-11,13,flu
Wisconsin,55,2021-12-11,6,flu
Wyoming,56,2021-12-11,2,flu
Alabama,1,2021-12-18,31,flu
Alaska,2,2021-12-18,2,flu
Arizona,4,2021-12-18,45,flu
Arkansas,5,2021-12-18,14,flu
California,6,2021-12-18,65,flu
Colorado,8,2021-12-18,37,flu
Connecticut,9,2021-12-18,18,flu
Delaware,10,2021-12-18,14,flu
District of Columbia,11,2021-12-18,1,flu
Florida,12,2021-12-18,101,flu
Georgia,13,2021-12-18,45,flu
Hawaii,15,2021-12-18,0,flu
Idaho,16,2021-12-18,2,flu
Illinois,17,2021-12-18,27,flu
Indiana,18,2021-12-18,49,flu
Iowa,19,2021-12-18,3,flu
Kansas,20,2021-12-18,14,flu
Kentucky,21,2021-12-18,10,flu
Louisiana,22,2021-12-18,35,flu
Maine,23,2021-12-18,1,flu
Maryland,24,2021-12-18,30,flu
Massachusetts,25,2021-12-18,26,flu
Michigan,26,2021-12-18,55,flu
Minnesota,27,2021-12-18,41,flu
Mississippi,28,2021-12-18,16,flu
Missouri,29,2021-12-18,46,flu
Montana,30,2021-12-18,2,flu
Nebraska,31,2021-12-18,11,flu
Nevada,32,2021-12-18,4,flu
New Hampshire,33,2021-12-18,10,flu
New Jersey,34,2021-12-18,73,flu
New Mexico,35,2021-12-18,6,flu
New York,36,2021-12-18,82,flu
North Carolina,37,2021-12-18,44,flu
North Dakota,38,2021-12-18,5,flu
Ohio,39,2021-12-18,67,flu
Oklahoma,40,2021-12-18,36,flu
Oregon,41,2021-12-18,7,flu
Pennsylvania,42,2021-12-18,86,flu
Puerto Rico,72,2021-12-18,23,flu
Rhode Island,44,2021-12-18,3,flu
South Carolina,45,2021-12-18,20,flu
South Dakota,46,2021-12-18,6,flu
Tennessee,47,2021-12-18,45,flu
Texas,48,2021-12-18,90,flu
US,NA,2021-12-18,1427,flu
Utah,49,2021-12-18,3,flu
Vermont,50,2021-12-18,0,flu
Virginia,51,2021-12-18,46,flu
Washington,53,2021-12-18,0,flu
West Virginia,54,2021-12-18,7,flu
Wisconsin,55,2021-12-18,22,flu
Wyoming,56,2021-12-18,1,flu
Alabama,1,2021-12-25,24,flu
Alaska,2,2021-12-25,7,flu
Arizona,4,2021-12-25,63,flu
Arkansas,5,2021-12-25,14,flu
California,6,2021-12-25,114,flu
Colorado,8,2021-12-25,52,flu
Connecticut,9,2021-12-25,23,flu
Delaware,10,2021-12-25,9,flu
District of Columbia,11,2021-12-25,0,flu
Florida,12,2021-12-25,117,flu
Georgia,13,2021-12-25,51,flu
Hawaii,15,2021-12-25,1,flu
Idaho,16,2021-12-25,3,flu
Illinois,17,2021-12-25,30,flu
Indiana,18,2021-12-25,103,flu
Iowa,19,2021-12-25,4,flu
Kansas,20,2021-12-25,20,flu
Kentucky,21,2021-12-25,11,flu
Louisiana,22,2021-12-25,39,flu
Maine,23,2021-12-25,1,flu
Maryland,24,2021-12-25,33,flu
Massachusetts,25,2021-12-25,36,flu
Michigan,26,2021-12-25,67,flu
Minnesota,27,2021-12-25,69,flu
Mississippi,28,2021-12-25,30,flu
Missouri,29,2021-12-25,79,flu
Montana,30,2021-12-25,1,flu
Nebraska,31,2021-12-25,30,flu
Nevada,32,2021-12-25,8,flu
New Hampshire,33,2021-12-25,7,flu
New Jersey,34,2021-12-25,55,flu
New Mexico,35,2021-12-25,4,flu
New York,36,2021-12-25,65,flu
North Carolina,37,2021-12-25,93,flu
North Dakota,38,2021-12-25,12,flu
Ohio,39,2021-12-25,93,flu
Oklahoma,40,2021-12-25,72,flu
Oregon,41,2021-12-25,4,flu
Pennsylvania,42,2021-12-25,95,flu
Puerto Rico,72,2021-12-25,21,flu
Rhode Island,44,2021-12-25,4,flu
South Carolina,45,2021-12-25,33,flu
South Dakota,46,2021-12-25,21,flu
Tennessee,47,2021-12-25,60,flu
Texas,48,2021-12-25,95,flu
US,NA,2021-12-25,1896,flu
Utah,49,2021-12-25,8,flu
Vermont,50,2021-12-25,0,flu
Virginia,51,2021-12-25,46,flu
Washington,53,2021-12-25,5,flu
West Virginia,54,2021-12-25,23,flu
Wisconsin,55,2021-12-25,39,flu
Wyoming,56,2021-12-25,2,flu
Alabama,1,2022-01-01,54,flu
Alaska,2,2022-01-01,8,flu
Arizona,4,2022-01-01,145,flu
Arkansas,5,2022-01-01,31,flu
California,6,2022-01-01,103,flu
Colorado,8,2022-01-01,67,flu
Connecticut,9,2022-01-01,23,flu
Delaware,10,2022-01-01,16,flu
District of Columbia,11,2022-01-01,0,flu
Florida,12,2022-01-01,125,flu
Georgia,13,2022-01-01,67,flu
Hawaii,15,2022-01-01,0,flu
Idaho,16,2022-01-01,4,flu
Illinois,17,2022-01-01,47,flu
Indiana,18,2022-01-01,114,flu
Iowa,19,2022-01-01,12,flu
Kansas,20,2022-01-01,32,flu
Kentucky,21,2022-01-01,11,flu
Louisiana,22,2022-01-01,64,flu
Maine,23,2022-01-01,2,flu
Maryland,24,2022-01-01,11,flu
Massachusetts,25,2022-01-01,60,flu
Michigan,26,2022-01-01,99,flu
Minnesota,27,2022-01-01,111,flu
Mississippi,28,2022-01-01,52,flu
Missouri,29,2022-01-01,126,flu
Montana,30,2022-01-01,20,flu
Nebraska,31,2022-01-01,42,flu
Nevada,32,2022-01-01,9,flu
New Hampshire,33,2022-01-01,6,flu
New Jersey,34,2022-01-01,55,flu
New Mexico,35,2022-01-01,3,flu
New York,36,2022-01-01,82,flu
North Carolina,37,2022-01-01,164,flu
North Dakota,38,2022-01-01,42,flu
Ohio,39,2022-01-01,168,flu
Oklahoma,40,2022-01-01,154,flu
Oregon,41,2022-01-01,6,flu
Pennsylvania,42,2022-01-01,117,flu
Puerto Rico,72,2022-01-01,18,flu
Rhode Island,44,2022-01-01,3,flu
South Carolina,45,2022-01-01,55,flu
South Dakota,46,2022-01-01,31,flu
Tennessee,47,2022-01-01,78,flu
Texas,48,2022-01-01,110,flu
US,NA,2022-01-01,2753,flu
Utah,49,2022-01-01,5,flu
Vermont,50,2022-01-01,1,flu
Virginia,51,2022-01-01,55,flu
Washington,53,2022-01-01,5,flu
West Virginia,54,2022-01-01,21,flu
Wisconsin,55,2022-01-01,100,flu
Wyoming,56,2022-01-01,19,flu
Alabama,1,2022-01-08,34,flu
Alaska,2,2022-01-08,3,flu
Arizona,4,2022-01-08,85,flu
Arkansas,5,2022-01-08,40,flu
California,6,2022-01-08,94,flu
Colorado,8,2022-01-08,30,flu
Connecticut,9,2022-01-08,9,flu
Delaware,10,2022-01-08,12,flu
District of Columbia,11,2022-01-08,0,flu
Florida,12,2022-01-08,88,flu
Georgia,13,2022-01-08,40,flu
Hawaii,15,2022-01-08,0,flu
Idaho,16,2022-01-08,6,flu
Illinois,17,2022-01-08,27,flu
Indiana,18,2022-01-08,60,flu
Iowa,19,2022-01-08,16,flu
Kansas,20,2022-01-08,48,flu
Kentucky,21,2022-01-08,5,flu
Louisiana,22,2022-01-08,25,flu
Maine,23,2022-01-08,4,flu
Maryland,24,2022-01-08,10,flu
Massachusetts,25,2022-01-08,57,flu
Michigan,26,2022-01-08,57,flu
Minnesota,27,2022-01-08,103,flu
Mississippi,28,2022-01-08,37,flu
Missouri,29,2022-01-08,83,flu
Montana,30,2022-01-08,21,flu
Nebraska,31,2022-01-08,31,flu
Nevada,32,2022-01-08,16,flu
New Hampshire,33,2022-01-08,4,flu
New Jersey,34,2022-01-08,46,flu
New Mexico,35,2022-01-08,4,flu
New York,36,2022-01-08,43,flu
North Carolina,37,2022-01-08,180,flu
North Dakota,38,2022-01-08,43,flu
Ohio,39,2022-01-08,101,flu
Oklahoma,40,2022-01-08,123,flu
Oregon,41,2022-01-08,5,flu
Pennsylvania,42,2022-01-08,96,flu
Puerto Rico,72,2022-01-08,21,flu
Rhode Island,44,2022-01-08,2,flu
South Carolina,45,2022-01-08,21,flu
South Dakota,46,2022-01-08,24,flu
Tennessee,47,2022-01-08,71,flu
Texas,48,2022-01-08,118,flu
US,NA,2022-01-08,2082,flu
Utah,49,2022-01-08,3,flu
Vermont,50,2022-01-08,0,flu
Virginia,51,2022-01-08,54,flu
Washington,53,2022-01-08,0,flu
West Virginia,54,2022-01-08,14,flu
Wisconsin,55,2022-01-08,56,flu
Wyoming,56,2022-01-08,12,flu
Alabama,1,2022-01-15,29,flu
Alaska,2,2022-01-15,12,flu
Arizona,4,2022-01-15,35,flu
Arkansas,5,2022-01-15,34,flu
California,6,2022-01-15,82,flu
Colorado,8,2022-01-15,28,flu
Connecticut,9,2022-01-15,2,flu
Delaware,10,2022-01-15,6,flu
District of Columbia,11,2022-01-15,0,flu
Florida,12,2022-01-15,128,flu
Georgia,13,2022-01-15,32,flu
Hawaii,15,2022-01-15,0,flu
Idaho,16,2022-01-15,3,flu
Illinois,17,2022-01-15,44,flu
Indiana,18,2022-01-15,48,flu
Iowa,19,2022-01-15,12,flu
Kansas,20,2022-01-15,34,flu
Kentucky,21,2022-01-15,15,flu
Louisiana,22,2022-01-15,13,flu
Maine,23,2022-01-15,0,flu
Maryland,24,2022-01-15,17,flu
Massachusetts,25,2022-01-15,47,flu
Michigan,26,2022-01-15,54,flu
Minnesota,27,2022-01-15,67,flu
Mississippi,28,2022-01-15,36,flu
Missouri,29,2022-01-15,73,flu
Montana,30,2022-01-15,12,flu
Nebraska,31,2022-01-15,28,flu
Nevada,32,2022-01-15,5,flu
New Hampshire,33,2022-01-15,9,flu
New Jersey,34,2022-01-15,33,flu
New Mexico,35,2022-01-15,2,flu
New York,36,2022-01-15,48,flu
North Carolina,37,2022-01-15,129,flu
North Dakota,38,2022-01-15,31,flu
Ohio,39,2022-01-15,67,flu
Oklahoma,40,2022-01-15,102,flu
Oregon,41,2022-01-15,4,flu
Pennsylvania,42,2022-01-15,71,flu
Puerto Rico,72,2022-01-15,14,flu
Rhode Island,44,2022-01-15,1,flu
South Carolina,45,2022-01-15,16,flu
South Dakota,46,2022-01-15,27,flu
Tennessee,47,2022-01-15,42,flu
Texas,48,2022-01-15,87,flu
US,NA,2022-01-15,1685,flu
Utah,49,2022-01-15,2,flu
Vermont,50,2022-01-15,1,flu
Virginia,51,2022-01-15,46,flu
Washington,53,2022-01-15,6,flu
West Virginia,54,2022-01-15,6,flu
Wisconsin,55,2022-01-15,42,flu
Wyoming,56,2022-01-15,3,flu
Alabama,1,2022-01-22,23,flu
Alaska,2,2022-01-22,15,flu
Arizona,4,2022-01-22,34,flu
Arkansas,5,2022-01-22,23,flu
California,6,2022-01-22,68,flu
Colorado,8,2022-01-22,10,flu
Connecticut,9,2022-01-22,11,flu
Delaware,10,2022-01-22,5,flu
District of Columbia,11,2022-01-22,0,flu
Florida,12,2022-01-22,83,flu
Georgia,13,2022-01-22,49,flu
Hawaii,15,2022-01-22,0,flu
Idaho,16,2022-01-22,3,flu
Illinois,17,2022-01-22,16,flu
Indiana,18,2022-01-22,29,flu
Iowa,19,2022-01-22,12,flu
Kansas,20,2022-01-22,22,flu
Kentucky,21,2022-01-22,24,flu
Louisiana,22,2022-01-22,3,flu
Maine,23,2022-01-22,0,flu
Maryland,24,2022-01-22,4,flu
Massachusetts,25,2022-01-22,59,flu
Michigan,26,2022-01-22,31,flu
Minnesota,27,2022-01-22,46,flu
Mississippi,28,2022-01-22,21,flu
Missouri,29,2022-01-22,53,flu
Montana,30,2022-01-22,12,flu
Nebraska,31,2022-01-22,18,flu
Nevada,32,2022-01-22,3,flu
New Hampshire,33,2022-01-22,6,flu
New Jersey,34,2022-01-22,18,flu
New Mexico,35,2022-01-22,0,flu
New York,36,2022-01-22,27,flu
North Carolina,37,2022-01-22,50,flu
North Dakota,38,2022-01-22,22,flu
Ohio,39,2022-01-22,32,flu
Oklahoma,40,2022-01-22,35,flu
Oregon,41,2022-01-22,4,flu
Pennsylvania,42,2022-01-22,46,flu
Puerto Rico,72,2022-01-22,21,flu
Rhode Island,44,2022-01-22,1,flu
South Carolina,45,2022-01-22,10,flu
South Dakota,46,2022-01-22,20,flu
Tennessee,47,2022-01-22,29,flu
Texas,48,2022-01-22,89,flu
US,NA,2022-01-22,1195,flu
Utah,49,2022-01-22,5,flu
Vermont,50,2022-01-22,0,flu
Virginia,51,2022-01-22,57,flu
Washington,53,2022-01-22,4,flu
West Virginia,54,2022-01-22,12,flu
Wisconsin,55,2022-01-22,22,flu
Wyoming,56,2022-01-22,8,flu
Alabama,1,2022-01-29,20,flu
Alaska,2,2022-01-29,1,flu
Arizona,4,2022-01-29,33,flu
Arkansas,5,2022-01-29,19,flu
California,6,2022-01-29,26,flu
Colorado,8,2022-01-29,11,flu
Connecticut,9,2022-01-29,2,flu
Delaware,10,2022-01-29,2,flu
District of Columbia,11,2022-01-29,0,flu
Florida,12,2022-01-29,61,flu
Georgia,13,2022-01-29,34,flu
Hawaii,15,2022-01-29,0,flu
Idaho,16,2022-01-29,2,flu
Illinois,17,2022-01-29,10,flu
Indiana,18,2022-01-29,34,flu
Iowa,19,2022-01-29,7,flu
Kansas,20,2022-01-29,8,flu
Kentucky,21,2022-01-29,24,flu
Louisiana,22,2022-01-29,12,flu
Maine,23,2022-01-29,1,flu
Maryland,24,2022-01-29,10,flu
Massachusetts,25,2022-01-29,41,flu
Michigan,26,2022-01-29,30,flu
Minnesota,27,2022-01-29,21,flu
Mississippi,28,2022-01-29,14,flu
Missouri,29,2022-01-29,54,flu
Montana,30,2022-01-29,7,flu
Nebraska,31,2022-01-29,24,flu
Nevada,32,2022-01-29,11,flu
New Hampshire,33,2022-01-29,1,flu
New Jersey,34,2022-01-29,23,flu
New Mexico,35,2022-01-29,0,flu
New York,36,2022-01-29,18,flu
North Carolina,37,2022-01-29,27,flu
North Dakota,38,2022-01-29,15,flu
Ohio,39,2022-01-29,34,flu
Oklahoma,40,2022-01-29,40,flu
Oregon,41,2022-01-29,5,flu
Pennsylvania,42,2022-01-29,35,flu
Puerto Rico,72,2022-01-29,16,flu
Rhode Island,44,2022-01-29,2,flu
South Carolina,45,2022-01-29,10,flu
South Dakota,46,2022-01-29,10,flu
Tennessee,47,2022-01-29,30,flu
Texas,48,2022-01-29,99,flu
US,NA,2022-01-29,974,flu
Utah,49,2022-01-29,5,flu
Vermont,50,2022-01-29,0,flu
Virginia,51,2022-01-29,51,flu
Washington,53,2022-01-29,2,flu
West Virginia,54,2022-01-29,8,flu
Wisconsin,55,2022-01-29,22,flu
Wyoming,56,2022-01-29,2,flu
Alabama,1,2022-02-05,17,flu
Alaska,2,2022-02-05,1,flu
Arizona,4,2022-02-05,38,flu
Arkansas,5,2022-02-05,20,flu
California,6,2022-02-05,35,flu
Colorado,8,2022-02-05,18,flu
Connecticut,9,2022-02-05,4,flu
Delaware,10,2022-02-05,0,flu
District of Columbia,11,2022-02-05,3,flu
Florida,12,2022-02-05,76,flu
Georgia,13,2022-02-05,48,flu
Hawaii,15,2022-02-05,0,flu
Idaho,16,2022-02-05,1,flu
Illinois,17,2022-02-05,14,flu
Indiana,18,2022-02-05,35,flu
Iowa,19,2022-02-05,16,flu
Kansas,20,2022-02-05,9,flu
Kentucky,21,2022-02-05,14,flu
Louisiana,22,2022-02-05,25,flu
Maine,23,2022-02-05,3,flu
Maryland,24,2022-02-05,11,flu
Massachusetts,25,2022-02-05,40,flu
Michigan,26,2022-02-05,27,flu
Minnesota,27,2022-02-05,19,flu
Mississippi,28,2022-02-05,22,flu
Missouri,29,2022-02-05,52,flu
Montana,30,2022-02-05,9,flu
Nebraska,31,2022-02-05,34,flu
Nevada,32,2022-02-05,4,flu
New Hampshire,33,2022-02-05,1,flu
New Jersey,34,2022-02-05,26,flu
New Mexico,35,2022-02-05,11,flu
New York,36,2022-02-05,15,flu
North Carolina,37,2022-02-05,28,flu
North Dakota,38,2022-02-05,17,flu
Ohio,39,2022-02-05,22,flu
Oklahoma,40,2022-02-05,50,flu
Oregon,41,2022-02-05,1,flu
Pennsylvania,42,2022-02-05,44,flu
Puerto Rico,72,2022-02-05,6,flu
Rhode Island,44,2022-02-05,0,flu
South Carolina,45,2022-02-05,22,flu
South Dakota,46,2022-02-05,9,flu
Tennessee,47,2022-02-05,37,flu
Texas,48,2022-02-05,107,flu
US,NA,2022-02-05,1092,flu
Utah,49,2022-02-05,5,flu
Vermont,50,2022-02-05,0,flu
Virginia,51,2022-02-05,47,flu
Washington,53,2022-02-05,7,flu
West Virginia,54,2022-02-05,11,flu
Wisconsin,55,2022-02-05,30,flu
Wyoming,56,2022-02-05,1,flu
Alabama,1,2022-02-12,10,flu
Alaska,2,2022-02-12,0,flu
Arizona,4,2022-02-12,64,flu
Arkansas,5,2022-02-12,29,flu
California,6,2022-02-12,36,flu
Colorado,8,2022-02-12,29,flu
Connecticut,9,2022-02-12,0,flu
Delaware,10,2022-02-12,2,flu
District of Columbia,11,2022-02-12,0,flu
Florida,12,2022-02-12,68,flu
Georgia,13,2022-02-12,36,flu
Hawaii,15,2022-02-12,0,flu
Idaho,16,2022-02-12,1,flu
Illinois,17,2022-02-12,9,flu
Indiana,18,2022-02-12,33,flu
Iowa,19,2022-02-12,46,flu
Kansas,20,2022-02-12,14,flu
Kentucky,21,2022-02-12,15,flu
Louisiana,22,2022-02-12,20,flu
Maine,23,2022-02-12,6,flu
Maryland,24,2022-02-12,7,flu
Massachusetts,25,2022-02-12,33,flu
Michigan,26,2022-02-12,43,flu
Minnesota,27,2022-02-12,20,flu
Mississippi,28,2022-02-12,21,flu
Missouri,29,2022-02-12,47,flu
Montana,30,2022-02-12,13,flu
Nebraska,31,2022-02-12,29,flu
Nevada,32,2022-02-12,6,flu
New Hampshire,33,2022-02-12,10,flu
New Jersey,34,2022-02-12,23,flu
New Mexico,35,2022-02-12,7,flu
New York,36,2022-02-12,27,flu
North Carolina,37,2022-02-12,30,flu
North Dakota,38,2022-02-12,6,flu
Ohio,39,2022-02-12,28,flu
Oklahoma,40,2022-02-12,73,flu
Oregon,41,2022-02-12,2,flu
Pennsylvania,42,2022-02-12,56,flu
Puerto Rico,72,2022-02-12,18,flu
Rhode Island,44,2022-02-12,0,flu
South Carolina,45,2022-02-12,21,flu
South Dakota,46,2022-02-12,19,flu
Tennessee,47,2022-02-12,26,flu
Texas,48,2022-02-12,164,flu
US,NA,2022-02-12,1237,flu
Utah,49,2022-02-12,6,flu
Vermont,50,2022-02-12,0,flu
Virginia,51,2022-02-12,40,flu
Washington,53,2022-02-12,8,flu
West Virginia,54,2022-02-12,5,flu
Wisconsin,55,2022-02-12,29,flu
Wyoming,56,2022-02-12,2,flu
Alabama,1,2022-02-19,22,flu
Alaska,2,2022-02-19,0,flu
Arizona,4,2022-02-19,61,flu
Arkansas,5,2022-02-19,26,flu
California,6,2022-02-19,15,flu
Colorado,8,2022-02-19,20,flu
Connecticut,9,2022-02-19,1,flu
Delaware,10,2022-02-19,2,flu
District of Columbia,11,2022-02-19,1,flu
Florida,12,2022-02-19,66,flu
Georgia,13,2022-02-19,46,flu
Hawaii,15,2022-02-19,0,flu
Idaho,16,2022-02-19,1,flu
Illinois,17,2022-02-19,24,flu
Indiana,18,2022-02-19,55,flu
Iowa,19,2022-02-19,45,flu
Kansas,20,2022-02-19,31,flu
Kentucky,21,2022-02-19,20,flu
Louisiana,22,2022-02-19,39,flu
Maine,23,2022-02-19,5,flu
Maryland,24,2022-02-19,13,flu
Massachusetts,25,2022-02-19,48,flu
Michigan,26,2022-02-19,52,flu
Minnesota,27,2022-02-19,30,flu
Mississippi,28,2022-02-19,26,flu
Missouri,29,2022-02-19,57,flu
Montana,30,2022-02-19,7,flu
Nebraska,31,2022-02-19,32,flu
Nevada,32,2022-02-19,6,flu
New Hampshire,33,2022-02-19,8,flu
New Jersey,34,2022-02-19,27,flu
New Mexico,35,2022-02-19,7,flu
New York,36,2022-02-19,40,flu
North Carolina,37,2022-02-19,35,flu
North Dakota,38,2022-02-19,5,flu
Ohio,39,2022-02-19,40,flu
Oklahoma,40,2022-02-19,78,flu
Oregon,41,2022-02-19,5,flu
Pennsylvania,42,2022-02-19,91,flu
Puerto Rico,72,2022-02-19,8,flu
Rhode Island,44,2022-02-19,1,flu
South Carolina,45,2022-02-19,20,flu
South Dakota,46,2022-02-19,15,flu
Tennessee,47,2022-02-19,29,flu
Texas,48,2022-02-19,266,flu
US,NA,2022-02-19,1512,flu
Utah,49,2022-02-19,4,flu
Vermont,50,2022-02-19,0,flu
Virginia,51,2022-02-19,39,flu
Washington,53,2022-02-19,6,flu
West Virginia,54,2022-02-19,10,flu
Wisconsin,55,2022-02-19,25,flu
Wyoming,56,2022-02-19,2,flu
Alabama,1,2022-02-26,13,flu
Alaska,2,2022-02-26,1,flu
Arizona,4,2022-02-26,75,flu
Arkansas,5,2022-02-26,40,flu
California,6,2022-02-26,27,flu
Colorado,8,2022-02-26,29,flu
Connecticut,9,2022-02-26,7,flu
Delaware,10,2022-02-26,1,flu
District of Columbia,11,2022-02-26,0,flu
Florida,12,2022-02-26,73,flu
Georgia,13,2022-02-26,36,flu
Hawaii,15,2022-02-26,0,flu
Idaho,16,2022-02-26,3,flu
Illinois,17,2022-02-26,28,flu
Indiana,18,2022-02-26,44,flu
Iowa,19,2022-02-26,62,flu
Kansas,20,2022-02-26,38,flu
Kentucky,21,2022-02-26,28,flu
Louisiana,22,2022-02-26,34,flu
Maine,23,2022-02-26,2,flu
Maryland,24,2022-02-26,15,flu
Massachusetts,25,2022-02-26,41,flu
Michigan,26,2022-02-26,54,flu
Minnesota,27,2022-02-26,19,flu
Mississippi,28,2022-02-26,28,flu
Missouri,29,2022-02-26,53,flu
Montana,30,2022-02-26,16,flu
Nebraska,31,2022-02-26,40,flu
Nevada,32,2022-02-26,10,flu
