location,location_number,date,count,disease
Kentucky,21,2023-10-14,23,flu
Louisiana,22,2023-10-14,28,flu
Maine,23,2023-10-14,4,flu
Maryland,24,2023-10-14,3,flu
Massachusetts,25,2023-10-14,16,flu
Michigan,26,2023-10-14,20,flu
Minnesota,27,2023-10-14,6,flu
Mississippi,28,2023-10-14,22,flu
Missouri,29,2023-10-14,25,flu
Montana,30,2023-10-14,0,flu
Nebraska,31,2023-10-14,9,flu
Nevada,32,2023-10-14,6,flu
New Hampshire,33,2023-10-14,0,flu
New Jersey,34,2023-10-14,13,flu
New Mexico,35,2023-10-14,4,flu
New York,36,2023-10-14,26,flu
North Carolina,37,2023-10-14,20,flu
North Dakota,38,2023-10-14,1,flu
Ohio,39,2023-10-14,21,flu
Oklahoma,40,2023-10-14,39,flu
Oregon,41,2023-10-14,6,flu
Pennsylvania,42,2023-10-14,42,flu
Puerto Rico,72,2023-10-14,103,flu
Rhode Island,44,2023-10-14,1,flu
South Carolina,45,2023-10-14,26,flu
South Dakota,46,2023-10-14,0,flu
Tennessee,47,2023-10-14,32,flu
Texas,48,2023-10-14,168,flu
US,NA,2023-10-14,1218,flu
Utah,49,2023-10-14,3,flu
Vermont,50,2023-10-14,0,flu
Virginia,51,2023-10-14,54,flu
Washington,53,2023-10-14,13,flu
West Virginia,54,2023-10-14,3,flu
Wisconsin,55,2023-10-14,3,flu
Wyoming,56,2023-10-14,4,flu
Alabama,1,2023-10-21,30,flu
Alaska,2,2023-10-21,21,flu
Arizona,4,2023-10-21,52,flu
Arkansas,5,2023-10-21,18,flu
California,6,2023-10-21,51,flu
Colorado,8,2023-10-21,16,flu
Connecticut,9,2023-10-21,1,flu
Delaware,10,2023-10-21,1,flu
District of Columbia,11,2023-10-21,4,flu
Florida,12,2023-10-21,292,flu
Georgia,13,2023-10-21,31,flu
Hawaii,15,2023-10-21,13,flu
Idaho,16,2023-10-21,2,flu
Illinois,17,2023-10-21,27,flu
Indiana,18,2023-10-21,25,flu
Iowa,19,2023-10-21,4,flu
Kansas,20,2023-10-21,7,flu
Kentucky,21,2023-10-21,20,flu
Louisiana,22,2023-10-21,31,flu
Maine,23,2023-10-21,2,flu
Maryland,24,2023-10-21,9,flu
Massachusetts,25,2023-10-21,14,flu
Michigan,26,2023-10-21,21,flu
Minnesota,27,2023-10-21,4,flu
Mississippi,28,2023-10-21,20,flu
Missouri,29,2023-10-21,17,flu
Montana,30,2023-10-21,1,flu
Nebraska,31,2023-10-21,8,flu
Nevada,32,2023-10-21,7,flu
New Hampshire,33,2023-10-21,0,flu
New Jersey,34,2023-10-21,33,flu
New Mexico,35,2023-10-21,2,flu
New York,36,2023-10-21,37,flu
North Carolina,37,2023-10-21,17,flu
North Dakota,38,2023-10-21,1,flu
Ohio,39,2023-10-21,25,flu
Oklahoma,40,2023-10-21,22,flu
Oregon,41,2023-10-21,8,flu
Pennsylvania,42,2023-10-21,43,flu
Puerto Rico,72,2023-10-21,112,flu
Rhode Island,44,2023-10-21,0,flu
South Carolina,45,2023-10-21,32,flu
South Dakota,46,2023-10-21,2,flu
Tennessee,47,2023-10-21,43,flu
Texas,48,2023-10-21,242,flu
US,NA,2023-10-21,1474,flu
Utah,49,2023-10-21,9,flu
Vermont,50,2023-10-21,2,flu
Virginia,51,2023-10-21,72,flu
Washington,53,2023-10-21,11,flu
West Virginia,54,2023-10-21,3,flu
Wisconsin,55,2023-10-21,4,flu
Wyoming,56,2023-10-21,5,flu
Alabama,1,2023-10-28,32,flu
Alaska,2,2023-10-28,30,flu
Arizona,4,2023-10-28,49,flu
Arkansas,5,2023-10-28,13,flu
California,6,2023-10-28,76,flu
Colorado,8,2023-10-28,19,flu
Connecticut,9,2023-10-28,7,flu
Delaware,10,2023-10-28,1,flu
District of Columbia,11,2023-10-28,1,flu
Florida,12,2023-10-28,313,flu
Georgia,13,2023-10-28,40,flu
Hawaii,15,2023-10-28,13,flu
Idaho,16,2023-10-28,4,flu
Illinois,17,2023-10-28,21,flu
Indiana,18,2023-10-28,33,flu
Iowa,19,2023-10-28,4,flu
Kansas,20,2023-10-28,5,flu
Kentucky,21,2023-10-28,23,flu
Louisiana,22,2023-10-28,46,flu
Maine,23,2023-10-28,4,flu
Maryland,24,2023-10-28,10,flu
Massachusetts,25,2023-10-28,28,flu
Michigan,26,2023-10-28,12,flu
Minnesota,27,2023-10-28,4,flu
Mississippi,28,2023-10-28,18,flu
Missouri,29,2023-10-28,17,flu
Montana,30,2023-10-28,0,flu
Nebraska,31,2023-10-28,7,flu
Nevada,32,2023-10-28,8,flu
New Hampshire,33,2023-10-28,2,flu
New Jersey,34,2023-10-28,44,flu
New Mexico,35,2023-10-28,2,flu
New York,36,2023-10-28,48,flu
North Carolina,37,2023-10-28,20,flu
North Dakota,38,2023-10-28,1,flu
Ohio,39,2023-10-28,17,flu
Oklahoma,40,2023-10-28,10,flu
Oregon,41,2023-10-28,14,flu
Pennsylvania,42,2023-10-28,50,flu
Puerto Rico,72,2023-10-28,164,flu
Rhode Island,44,2023-10-28,1,flu
South Carolina,45,2023-10-28,21,flu
South Dakota,46,2023-10-28,3,flu
Tennessee,47,2023-10-28,44,flu
Texas,48,2023-10-28,246,flu
US,NA,2023-10-28,1610,flu
Utah,49,2023-10-28,5,flu
Vermont,50,2023-10-28,0,flu
Virginia,51,2023-10-28,61,flu
Washington,53,2023-10-28,8,flu
West Virginia,54,2023-10-28,4,flu
Wisconsin,55,2023-10-28,7,flu
Wyoming,56,2023-10-28,0,flu
Alabama,1,2023-11-04,37,flu
Alaska,2,2023-11-04,33,flu
Arizona,4,2023-11-04,51,flu
Arkansas,5,2023-11-04,18,flu
California,6,2023-11-04,97,flu
Colorado,8,2023-11-04,31,flu
Connecticut,9,2023-11-04,12,flu
Delaware,10,2023-11-04,1,flu
District of Columbia,11,2023-11-04,0,flu
Florida,12,2023-11-04,444,flu
Georgia,13,2023-11-04,60,flu
Hawaii,15,2023-11-04,14,flu
Idaho,16,2023-11-04,5,flu
Illinois,17,2023-11-04,34,flu
Indiana,18,2023-11-04,39,flu
Iowa,19,2023-11-04,10,flu
Kansas,20,2023-11-04,6,flu
Kentucky,21,2023-11-04,21,flu
Louisiana,22,2023-11-04,40,flu
Maine,23,2023-11-04,1,flu
Maryland,24,2023-11-04,15,flu
Massachusetts,25,2023-11-04,30,flu
Michigan,26,2023-11-04,34,flu
Minnesota,27,2023-11-04,9,flu
Mississippi,28,2023-11-04,30,flu
Missouri,29,2023-11-04,24,flu
Montana,30,2023-11-04,1,flu
Nebraska,31,2023-11-04,5,flu
Nevada,32,2023-11-04,13,flu
New Hampshire,33,2023-11-04,2,flu
New Jersey,34,2023-11-04,26,flu
New Mexico,35,2023-11-04,10,flu
New York,36,2023-11-04,57,flu
North Carolina,37,2023-11-04,40,flu
North Dakota,38,2023-11-04,0,flu
Ohio,39,2023-11-04,21,flu
Oklahoma,40,2023-11-04,18,flu
Oregon,41,2023-11-04,6,flu
Pennsylvania,42,2023-11-04,39,flu
Puerto Rico,72,2023-11-04,144,flu
Rhode Island,44,2023-11-04,0,flu
South Carolina,45,2023-11-04,45,flu
South Dakota,46,2023-11-04,1,flu
Tennessee,47,2023-11-04,44,flu
Texas,48,2023-11-04,305,flu
US,NA,2023-11-04,1974,flu
Utah,49,2023-11-04,9,flu
Vermont,50,2023-11-04,0,flu
Virginia,51,2023-11-04,51,flu
Washington,53,2023-11-04,17,flu
West Virginia,54,2023-11-04,7,flu
Wisconsin,55,2023-11-04,16,flu
Wyoming,56,2023-11-04,1,flu
Alabama,1,2023-11-11,60,flu
Alaska,2,2023-11-11,39,flu
Arizona,4,2023-11-11,132,flu
Arkansas,5,2023-11-11,24,flu
California,6,2023-11-11,222,flu
Colorado,8,2023-11-11,52,flu
Connecticut,9,2023-11-11,5,flu
Delaware,10,2023-11-11,1,flu
District of Columbia,11,2023-11-11,0,flu
Florida,12,2023-11-11,462,flu
Georgia,13,2023-11-11,116,flu
Hawaii,15,2023-11-11,16,flu
Idaho,16,2023-11-11,4,flu
Illinois,17,2023-11-11,54,flu
Indiana,18,2023-11-11,47,flu
Iowa,19,2023-11-11,13,flu
Kansas,20,2023-11-11,10,flu
Kentucky,21,2023-11-11,33,flu
Louisiana,22,2023-11-11,65,flu
Maine,23,2023-11-11,4,flu
Maryland,24,2023-11-11,19,flu
Massachusetts,25,2023-11-11,31,flu
Michigan,26,2023-11-11,30,flu
Minnesota,27,2023-11-11,18,flu
Mississippi,28,2023-11-11,38,flu
Missouri,29,2023-11-11,40,flu
Montana,30,2023-11-11,5,flu
Nebraska,31,2023-11-11,5,flu
Nevada,32,2023-11-11,22,flu
New Hampshire,33,2023-11-11,2,flu
New Jersey,34,2023-11-11,46,flu
New Mexico,35,2023-11-11,9,flu
New York,36,2023-11-11,88,flu
North Carolina,37,2023-11-11,49,flu
North Dakota,38,2023-11-11,2,flu
Ohio,39,2023-11-11,26,flu
Oklahoma,40,2023-11-11,34,flu
Oregon,41,2023-11-11,11,flu
Pennsylvania,42,2023-11-11,82,flu
Puerto Rico,72,2023-11-11,148,flu
Rhode Island,44,2023-11-11,2,flu
South Carolina,45,2023-11-11,52,flu
South Dakota,46,2023-11-11,2,flu
Tennessee,47,2023-11-11,47,flu
Texas,48,2023-11-11,373,flu
US,NA,2023-11-11,2695,flu
Utah,49,2023-11-11,5,flu
Vermont,50,2023-11-11,2,flu
Virginia,51,2023-11-11,92,flu
Washington,53,2023-11-11,17,flu
West Virginia,54,2023-11-11,14,flu
Wisconsin,55,2023-11-11,20,flu
Wyoming,56,2023-11-11,5,flu
Alabama,1,2023-11-18,77,flu
Alaska,2,2023-11-18,17,flu
Arizona,4,2023-11-18,191,flu
Arkansas,5,2023-11-18,17,flu
California,6,2023-11-18,360,flu
Colorado,8,2023-11-18,102,flu
Connecticut,9,2023-11-18,22,flu
Delaware,10,2023-11-18,2,flu
District of Columbia,11,2023-11-18,5,flu
Florida,12,2023-11-18,652,flu
Georgia,13,2023-11-18,133,flu
Hawaii,15,2023-11-18,29,flu
Idaho,16,2023-11-18,11,flu
Illinois,17,2023-11-18,72,flu
Indiana,18,2023-11-18,87,flu
Iowa,19,2023-11-18,14,flu
Kansas,20,2023-11-18,18,flu
Kentucky,21,2023-11-18,18,flu
Louisiana,22,2023-11-18,96,flu
Maine,23,2023-11-18,2,flu
Maryland,24,2023-11-18,27,flu
Massachusetts,25,2023-11-18,31,flu
Michigan,26,2023-11-18,52,flu
Minnesota,27,2023-11-18,15,flu
Mississippi,28,2023-11-18,46,flu
Missouri,29,2023-11-18,40,flu
Montana,30,2023-11-18,3,flu
Nebraska,31,2023-11-18,4,flu
Nevada,32,2023-11-18,30,flu
New Hampshire,33,2023-11-18,2,flu
New Jersey,34,2023-11-18,33,flu
New Mexico,35,2023-11-18,12,flu
New York,36,2023-11-18,123,flu
North Carolina,37,2023-11-18,88,flu
North Dakota,38,2023-11-18,7,flu
Ohio,39,2023-11-18,56,flu
Oklahoma,40,2023-11-18,37,flu
Oregon,41,2023-11-18,17,flu
Pennsylvania,42,2023-11-18,89,flu
Puerto Rico,72,2023-11-18,113,flu
Rhode Island,44,2023-11-18,0,flu
South Carolina,45,2023-11-18,64,flu
South Dakota,46,2023-11-18,1,flu
Tennessee,47,2023-11-18,57,flu
Texas,48,2023-11-18,373,flu
US,NA,2023-11-18,3422,flu
Utah,49,2023-11-18,7,flu
Vermont,50,2023-11-18,5,flu
Virginia,51,2023-11-18,100,flu
Washington,53,2023-11-18,33,flu
West Virginia,54,2023-11-18,8,flu
Wisconsin,55,2023-11-18,15,flu
Wyoming,56,2023-11-18,9,flu
Alabama,1,2023-11-25,73,flu
Alaska,2,2023-11-25,14,flu
Arizona,4,2023-11-25,212,flu
Arkansas,5,2023-11-25,27,flu
California,6,2023-11-25,437,flu
Colorado,8,2023-11-25,137,flu
Connecticut,9,2023-11-25,33,flu
Delaware,10,2023-11-25,1,flu
District of Columbia,11,2023-11-25,8,flu
Florida,12,2023-11-25,701,flu
Georgia,13,2023-11-25,156,flu
Hawaii,15,2023-11-25,26,flu
Idaho,16,2023-11-25,8,flu
Illinois,17,2023-11-25,102,flu
Indiana,18,2023-11-25,84,flu
Iowa,19,2023-11-25,27,flu
Kansas,20,2023-11-25,30,flu
Kentucky,21,2023-11-25,37,flu
Louisiana,22,2023-11-25,119,flu
Maine,23,2023-11-25,9,flu
Maryland,24,2023-11-25,22,flu
Massachusetts,25,2023-11-25,51,flu
Michigan,26,2023-11-25,88,flu
Minnesota,27,2023-11-25,24,flu
Mississippi,28,2023-11-25,47,flu
Missouri,29,2023-11-25,58,flu
Montana,30,2023-11-25,6,flu
Nebraska,31,2023-11-25,8,flu
Nevada,32,2023-11-25,39,flu
New Hampshire,33,2023-11-25,1,flu
New Jersey,34,2023-11-25,75,flu
New Mexico,35,2023-11-25,21,flu
New York,36,2023-11-25,178,flu
North Carolina,37,2023-11-25,153,flu
North Dakota,38,2023-11-25,4,flu
Ohio,39,2023-11-25,75,flu
Oklahoma,40,2023-11-25,34,flu
Oregon,41,2023-11-25,11,flu
Pennsylvania,42,2023-11-25,125,flu
Puerto Rico,72,2023-11-25,119,flu
Rhode Island,44,2023-11-25,3,flu
South Carolina,45,2023-11-25,81,flu
South Dakota,46,2023-11-25,2,flu
Tennessee,47,2023-11-25,73,flu
Texas,48,2023-11-25,467,flu
US,NA,2023-11-25,4240,flu
Utah,49,2023-11-25,10,flu
Vermont,50,2023-11-25,3,flu
Virginia,51,2023-11-25,115,flu
Washington,53,2023-11-25,36,flu
West Virginia,54,2023-11-25,13,flu
Wisconsin,55,2023-11-25,34,flu
Wyoming,56,2023-11-25,23,flu
Alabama,1,2023-12-02,85,flu
Alaska,2,2023-12-02,15,flu
Arizona,4,2023-12-02,279,flu
Arkansas,5,2023-12-02,24,flu
California,6,2023-12-02,631,flu
Colorado,8,2023-12-02,126,flu
Connecticut,9,2023-12-02,57,flu
Delaware,10,2023-12-02,2,flu
District of Columbia,11,2023-12-02,11,flu
Florida,12,2023-12-02,748,flu
Georgia,13,2023-12-02,225,flu
Hawaii,15,2023-12-02,23,flu
Idaho,16,2023-12-02,19,flu
Illinois,17,2023-12-02,165,flu
Indiana,18,2023-12-02,138,flu
Iowa,19,2023-12-02,44,flu
Kansas,20,2023-12-02,37,flu
Kentucky,21,2023-12-02,58,flu
Louisiana,22,2023-12-02,122,flu
Maine,23,2023-12-02,9,flu
Maryland,24,2023-12-02,60,flu
Massachusetts,25,2023-12-02,88,flu
Michigan,26,2023-12-02,106,flu
Minnesota,27,2023-12-02,34,flu
Mississippi,28,2023-12-02,77,flu
Missouri,29,2023-12-02,85,flu
Montana,30,2023-12-02,18,flu
Nebraska,31,2023-12-02,8,flu
Nevada,32,2023-12-02,47,flu
New Hampshire,33,2023-12-02,7,flu
New Jersey,34,2023-12-02,129,flu
New Mexico,35,2023-12-02,43,flu
New York,36,2023-12-02,345,flu
North Carolina,37,2023-12-02,213,flu
North Dakota,38,2023-12-02,17,flu
Ohio,39,2023-12-02,134,flu
Oklahoma,40,2023-12-02,71,flu
Oregon,41,2023-12-02,17,flu
Pennsylvania,42,2023-12-02,217,flu
Puerto Rico,72,2023-12-02,91,flu
Rhode Island,44,2023-12-02,6,flu
South Carolina,45,2023-12-02,133,flu
South Dakota,46,2023-12-02,7,flu
Tennessee,47,2023-12-02,98,flu
Texas,48,2023-12-02,546,flu
US,NA,2023-12-02,5752,flu
Utah,49,2023-12-02,17,flu
Vermont,50,2023-12-02,3,flu
Virginia,51,2023-12-02,143,flu
Washington,53,2023-12-02,74,flu
West Virginia,54,2023-12-02,17,flu
Wisconsin,55,2023-12-02,59,flu
Wyoming,56,2023-12-02,24,flu
Alabama,1,2023-12-09,111,flu
Alaska,2,2023-12-09,14,flu
Arizona,4,2023-12-09,394,flu
Arkansas,5,2023-12-09,41,flu
California,6,2023-12-09,807,flu
Colorado,8,2023-12-09,153,flu
Connecticut,9,2023-12-09,74,flu
Delaware,10,2023-12-09,10,flu
District of Columbia,11,2023-12-09,14,flu
Florida,12,2023-12-09,763,flu
Georgia,13,2023-12-09,261,flu
Hawaii,15,2023-12-09,33,flu
Idaho,16,2023-12-09,46,flu
Illinois,17,2023-12-09,205,flu
Indiana,18,2023-12-09,146,flu
Iowa,19,2023-12-09,44,flu
Kansas,20,2023-12-09,37,flu
Kentucky,21,2023-12-09,48,flu
Louisiana,22,2023-12-09,158,flu
Maine,23,2023-12-09,15,flu
Maryland,24,2023-12-09,78,flu
Massachusetts,25,2023-12-09,117,flu
Michigan,26,2023-12-09,169,flu
Minnesota,27,2023-12-09,48,flu
Mississippi,28,2023-12-09,71,flu
Missouri,29,2023-12-09,140,flu
Montana,30,2023-12-09,21,flu
Nebraska,31,2023-12-09,11,flu
Nevada,32,2023-12-09,77,flu
New Hampshire,33,2023-12-09,15,flu
New Jersey,34,2023-12-09,160,flu
New Mexico,35,2023-12-09,89,flu
New York,36,2023-12-09,509,flu
North Carolina,37,2023-12-09,313,flu
North Dakota,38,2023-12-09,11,flu
Ohio,39,2023-12-09,161,flu
Oklahoma,40,2023-12-09,61,flu
Oregon,41,2023-12-09,43,flu
Pennsylvania,42,2023-12-09,284,flu
Puerto Rico,72,2023-12-09,62,flu
Rhode Island,44,2023-12-09,6,flu
South Carolina,45,2023-12-09,177,flu
South Dakota,46,2023-12-09,6,flu
Tennessee,47,2023-12-09,153,flu
Texas,48,2023-12-09,590,flu
US,NA,2023-12-09,7178,flu
Utah,49,2023-12-09,17,flu
Vermont,50,2023-12-09,8,flu
Virginia,51,2023-12-09,157,flu
Washington,53,2023-12-09,83,flu
West Virginia,54,2023-12-09,20,flu
Wisconsin,55,2023-12-09,99,flu
Wyoming,56,2023-12-09,48,flu
Alabama,1,2023-12-16,151,flu
Alaska,2,2023-12-16,4,flu
Arizona,4,2023-12-16,606,flu
Arkansas,5,2023-12-16,53,flu
California,6,2023-12-16,996,flu
Colorado,8,2023-12-16,220,flu
Connecticut,9,2023-12-16,120,flu
Delaware,10,2023-12-16,18,flu
District of Columbia,11,2023-12-16,20,flu
Florida,12,2023-12-16,844,flu
Georgia,13,2023-12-16,442,flu
Hawaii,15,2023-12-16,27,flu
Idaho,16,2023-12-16,67,flu
Illinois,17,2023-12-16,254,flu
Indiana,18,2023-12-16,207,flu
Iowa,19,2023-12-16,50,flu
Kansas,20,2023-12-16,43,flu
Kentucky,21,2023-12-16,87,flu
Louisiana,22,2023-12-16,179,flu
Maine,23,2023-12-16,20,flu
Maryland,24,2023-12-16,115,flu
Massachusetts,25,2023-12-16,191,flu
Michigan,26,2023-12-16,238,flu
Minnesota,27,2023-12-16,78,flu
Mississippi,28,2023-12-16,96,flu
Missouri,29,2023-12-16,154,flu
Montana,30,2023-12-16,37,flu
Nebraska,31,2023-12-16,13,flu
Nevada,32,2023-12-16,118,flu
New Hampshire,33,2023-12-16,28,flu
New Jersey,34,2023-12-16,305,flu
New Mexico,35,2023-12-16,157,flu
New York,36,2023-12-16,744,flu
North Carolina,37,2023-12-16,402,flu
North Dakota,38,2023-12-16,16,flu
Ohio,39,2023-12-16,239,flu
Oklahoma,40,2023-12-16,85,flu
Oregon,41,2023-12-16,45,flu
Pennsylvania,42,2023-12-16,395,flu
Puerto Rico,72,2023-12-16,57,flu
Rhode Island,44,2023-12-16,24,flu
South Carolina,45,2023-12-16,264,flu
South Dakota,46,2023-12-16,13,flu
Tennessee,47,2023-12-16,180,flu
Texas,48,2023-12-16,910,flu
US,NA,2023-12-16,9886,flu
Utah,49,2023-12-16,24,flu
Vermont,50,2023-12-16,8,flu
Virginia,51,2023-12-16,229,flu
Washington,53,2023-12-16,109,flu
West Virginia,54,2023-12-16,33,flu
Wisconsin,55,2023-12-16,122,flu
Wyoming,56,2023-12-16,49,flu
Alabama,1,2023-12-23,278,flu
Alaska,2,2023-12-23,5,flu
Arizona,4,2023-12-23,962,flu
Arkansas,5,2023-12-23,96,flu
California,6,2023-12-23,1632,flu
Colorado,8,2023-12-23,252,flu
Connecticut,9,2023-12-23,115,flu
Delaware,10,2023-12-23,24,flu
District of Columbia,11,2023-12-23,46,flu
Florida,12,2023-12-23,989,flu
Georgia,13,2023-12-23,746,flu
Hawaii,15,2023-12-23,28,flu
Idaho,16,2023-12-23,115,flu
Illinois,17,2023-12-23,464,flu
Indiana,18,2023-12-23,286,flu
Iowa,19,2023-12-23,90,flu
Kansas,20,2023-12-23,91,flu
Kentucky,21,2023-12-23,137,flu
Louisiana,22,2023-12-23,307,flu
Maine,23,2023-12-23,16,flu
Maryland,24,2023-12-23,207,flu
Massachusetts,25,2023-12-23,298,flu
Michigan,26,2023-12-23,245,flu
Minnesota,27,2023-12-23,110,flu
Mississippi,28,2023-12-23,200,flu
Missouri,29,2023-12-23,224,flu
Montana,30,2023-12-23,78,flu
Nebraska,31,2023-12-23,53,flu
Nevada,32,2023-12-23,158,flu
New Hampshire,33,2023-12-23,41,flu
New Jersey,34,2023-12-23,490,flu
New Mexico,35,2023-12-23,232,flu
New York,36,2023-12-23,935,flu
North Carolina,37,2023-12-23,733,flu
North Dakota,38,2023-12-23,26,flu
Ohio,39,2023-12-23,428,flu
Oklahoma,40,2023-12-23,158,flu
Oregon,41,2023-12-23,103,flu
Pennsylvania,42,2023-12-23,709,flu
Puerto Rico,72,2023-12-23,60,flu
Rhode Island,44,2023-12-23,18,flu
South Carolina,45,2023-12-23,421,flu
South Dakota,46,2023-12-23,33,flu
Tennessee,47,2023-12-23,294,flu
Texas,48,2023-12-23,1259,flu
US,NA,2023-12-23,15134,flu
Utah,49,2023-12-23,58,flu
Vermont,50,2023-12-23,12,flu
Virginia,51,2023-12-23,419,flu
Washington,53,2023-12-23,155,flu
West Virginia,54,2023-12-23,82,flu
Wisconsin,55,2023-12-23,187,flu
Wyoming,56,2023-12-23,29,flu
Alabama,1,2023-12-30,298,flu
Alaska,2,2023-12-30,4,flu
Arizona,4,2023-12-30,1151,flu
Arkansas,5,2023-12-30,187,flu
California,6,2023-12-30,1752,flu
Colorado,8,2023-12-30,346,flu
Connecticut,9,2023-12-30,194,flu
Delaware,10,2023-12-30,60,flu
District of Columbia,11,2023-12-30,57,flu
Florida,12,2023-12-30,1336,flu
Georgia,13,2023-12-30,1137,flu
Hawaii,15,2023-12-30,32,flu
Idaho,16,2023-12-30,163,flu
Illinois,17,2023-12-30,577,flu
Indiana,18,2023-12-30,429,flu
Iowa,19,2023-12-30,99,flu
Kansas,20,2023-12-30,93,flu
Kentucky,21,2023-12-30,261,flu
Louisiana,22,2023-12-30,381,flu
Maine,23,2023-12-30,51,flu
Maryland,24,2023-12-30,328,flu
Massachusetts,25,2023-12-30,476,flu
Michigan,26,2023-12-30,527,flu
Minnesota,27,2023-12-30,189,flu
Mississippi,28,2023-12-30,300,flu
Missouri,29,2023-12-30,370,flu
Montana,30,2023-12-30,116,flu
Nebraska,31,2023-12-30,51,flu
Nevada,32,2023-12-30,164,flu
New Hampshire,33,2023-12-30,57,flu
New Jersey,34,2023-12-30,733,flu
New Mexico,35,2023-12-30,237,flu
New York,36,2023-12-30,1343,flu
North Carolina,37,2023-12-30,1076,flu
North Dakota,38,2023-12-30,51,flu
Ohio,39,2023-12-30,638,flu
Oklahoma,40,2023-12-30,137,flu
Oregon,41,2023-12-30,147,flu
Pennsylvania,42,2023-12-30,1033,flu
Puerto Rico,72,2023-12-30,64,flu
Rhode Island,44,2023-12-30,47,flu
South Carolina,45,2023-12-30,649,flu
South Dakota,46,2023-12-30,48,flu
Tennessee,47,2023-12-30,543,flu
Texas,48,2023-12-30,1530,flu
US,NA,2023-12-30,21030,flu
Utah,49,2023-12-30,80,flu
Vermont,50,2023-12-30,19,flu
Virginia,51,2023-12-30,731,flu
Washington,53,2023-12-30,211,flu
West Virginia,54,2023-12-30,153,flu
Wisconsin,55,2023-12-30,300,flu
Wyoming,56,2023-12-30,74,flu
Alabama,1,2024-01-06,350,flu
Alaska,2,2024-01-06,5,flu
Arizona,4,2024-01-06,935,flu
Arkansas,5,2024-01-06,234,flu
California,6,2024-01-06,1420,flu
Colorado,8,2024-01-06,308,flu
Connecticut,9,2024-01-06,167,flu
Delaware,10,2024-01-06,48,flu
District of Columbia,11,2024-01-06,55,flu
Florida,12,2024-01-06,1416,flu
Georgia,13,2024-01-06,765,flu
Hawaii,15,2024-01-06,40,flu
Idaho,16,2024-01-06,157,flu
Illinois,17,2024-01-06,511,flu
Indiana,18,2024-01-06,461,flu
Iowa,19,2024-01-06,94,flu
Kansas,20,2024-01-06,93,flu
Kentucky,21,2024-01-06,296,flu
Louisiana,22,2024-01-06,307,flu
Maine,23,2024-01-06,58,flu
Maryland,24,2024-01-06,322,flu
Massachusetts,25,2024-01-06,595,flu
Michigan,26,2024-01-06,455,flu
Minnesota,27,2024-01-06,168,flu
Mississippi,28,2024-01-06,274,flu
Missouri,29,2024-01-06,345,flu
Montana,30,2024-01-06,129,flu
Nebraska,31,2024-01-06,52,flu
Nevada,32,2024-01-06,143,flu
New Hampshire,33,2024-01-06,47,flu
New Jersey,34,2024-01-06,667,flu
New Mexico,35,2024-01-06,230,flu
New York,36,2024-01-06,1278,flu
North Carolina,37,2024-01-06,779,flu
North Dakota,38,2024-01-06,52,flu
Ohio,39,2024-01-06,574,flu
Oklahoma,40,2024-01-06,174,flu
Oregon,41,2024-01-06,142,flu
Pennsylvania,42,2024-01-06,762,flu
Puerto Rico,72,2024-01-06,51,flu
Rhode Island,44,2024-01-06,48,flu
South Carolina,45,2024-01-06,480,flu
South Dakota,46,2024-01-06,54,flu
Tennessee,47,2024-01-06,482,flu
Texas,48,2024-01-06,1589,flu
US,NA,2024-01-06,18938,flu
Utah,49,2024-01-06,63,flu
Vermont,50,2024-01-06,15,flu
Virginia,51,2024-01-06,538,flu
Washington,53,2024-01-06,209,flu
West Virginia,54,2024-01-06,169,flu
Wisconsin,55,2024-01-06,248,flu
Wyoming,56,2024-01-06,84,flu
Alabama,1,2024-01-13,237,flu
Alaska,2,2024-01-13,6,flu
Arizona,4,2024-01-13,728,flu
Arkansas,5,2024-01-13,223,flu
California,6,2024-01-13,1030,flu
Colorado,8,2024-01-13,286,flu
Connecticut,9,2024-01-13,159,flu
Delaware,10,2024-01-13,34,flu
District of Columbia,11,2024-01-13,37,flu
Florida,12,2024-01-13,1071,flu
Georgia,13,2024-01-13,635,flu
Hawaii,15,2024-01-13,25,flu
Idaho,16,2024-01-13,102,flu
Illinois,17,2024-01-13,380,flu
Indiana,18,2024-01-13,403,flu
Iowa,19,2024-01-13,84,flu
Kansas,20,2024-01-13,100,flu
Kentucky,21,2024-01-13,240,flu
Louisiana,22,2024-01-13,254,flu
Maine,23,2024-01-13,47,flu
Maryland,24,2024-01-13,245,flu
Massachusetts,25,2024-01-13,518,flu
Michigan,26,2024-01-13,366,flu
Minnesota,27,2024-01-13,161,flu
Mississippi,28,2024-01-13,235,flu
Missouri,29,2024-01-13,316,flu
Montana,30,2024-01-13,114,flu
Nebraska,31,2024-01-13,55,flu
Nevada,32,2024-01-13,151,flu
New Hampshire,33,2024-01-13,47,flu
New Jersey,34,2024-01-13,570,flu
New Mexico,35,2024-01-13,154,flu
New York,36,2024-01-13,1028,flu
North Carolina,37,2024-01-13,505,flu
North Dakota,38,2024-01-13,32,flu
Ohio,39,2024-01-13,542,flu
Oklahoma,40,2024-01-13,214,flu
Oregon,41,2024-01-13,115,flu
Pennsylvania,42,2024-01-13,578,flu
Puerto Rico,72,2024-01-13,61,flu
Rhode Island,44,2024-01-13,34,flu
South Carolina,45,2024-01-13,268,flu
South Dakota,46,2024-01-13,32,flu
Tennessee,47,2024-01-13,394,flu
Texas,48,2024-01-13,1391,flu
US,NA,2024-01-13,15291,flu
